category,latitude,longitude
food,26.2155594,50.5658758
food,26.2389554,50.5350724
supermarket,26.221756,50.5171383
food,26.2279528,50.588248
healthcare,26.2275851,50.5882383
food,26.2247399,50.5878911
food,26.1219732,50.5726952
food,26.1217306,50.5718239
food,26.1216522,50.5715765
food,26.220828,50.5172085
food,26.2382675,50.5848075
supermarket,26.2303815,50.5881894
food,26.2301009,50.5881959
food,26.2298192,50.588176
supermarket,26.2299111,50.5881751
fitness,26.234501,50.5740413
food,26.232137,50.5942461
supermarket,26.2320797,50.5939755
food,26.2319824,50.5936289
supermarket,26.2319616,50.5934621
food,26.2318443,50.5924422
food,26.2318416,50.592369
food,26.231829,50.5922788
supermarket,26.2318614,50.5920892
food,26.2318434,50.5919844
food,26.2288607,50.5880746
food,26.2318882,50.5916527
food,26.2319129,50.5909201
food,26.1210069,50.5700374
food,26.1208354,50.5695134
food,26.2274251,50.5879119
food,26.2557035,50.6057696
food,26.2319354,50.5903864
supermarket,26.2332839,50.5919073
supermarket,26.2548511,50.6082371
food,26.2371269,50.5914841
healthcare,26.2363167,50.5903316
food,26.2360283,50.5909095
supermarket,26.2355874,50.5912542
supermarket,26.2344181,50.592097
food,26.2345249,50.5922615
food,26.2347291,50.5926542
food,26.2335545,50.5943334
food,26.23398,50.5938894
food,26.2323216,50.5946429
food,26.2322657,50.5943097
food,26.184583,50.5442366
supermarket,26.2320352,50.5932792
supermarket,26.2320451,50.5933115
food,26.2321732,50.5936563
food,26.1219562,50.5674277
supermarket,26.2320165,50.5931218
supermarket,26.2320177,50.5914599
supermarket,26.2320311,50.5911789
food,26.1800574,50.5474772
supermarket,26.1800473,50.547554
food,26.1799107,50.5480857
food,26.1797586,50.5483647
supermarket,26.1795418,50.5490441
supermarket,26.232476,50.5909516
food,26.2326154,50.5909798
food,26.2327423,50.5910057
food,26.2331374,50.591036
supermarket,26.2331926,50.5910417
supermarket,26.2327329,50.5918944
supermarket,26.2326297,50.5918798
supermarket,26.1787546,50.5521568
healthcare,26.1779846,50.551363
fitness,26.2098322,50.604787
food,26.2116554,50.6028739
food,26.2120563,50.60179
food,26.2120863,50.6016551
food,26.2121051,50.6015663
supermarket,26.2121367,50.6012833
food,26.2099729,50.6017014
food,26.2099654,50.6016638
food,26.2099298,50.6014976
food,26.2099223,50.6014631
food,26.2099063,50.6013878
food,26.209881,50.6012665
food,26.2098754,50.601232
food,26.211533,50.5987431
food,26.1858687,50.5418069
food,26.1857977,50.5419503
food,26.1857855,50.5419911
fitness,26.2207949,50.5045222
supermarket,26.2331914,50.5934353
food,26.233164,50.5934445
supermarket,26.2330199,50.5934787
food,26.2150488,50.6017979
food,26.2348824,50.5764424
supermarket,26.2333932,50.5740166
supermarket,26.2323357,50.5725874
food,26.2320136,50.5721787
food,26.2319832,50.5721422
food,26.2319549,50.5721093
food,26.2319268,50.5720729
food,26.2121229,50.6004201
food,26.2143209,50.6001449
food,26.220873,50.5037053
food,26.2208539,50.503296
food,26.2208727,50.5032046
food,26.2212193,50.5026608
food,26.221259,50.5027478
food,26.2213065,50.5028162
food,26.2216344,50.5030199
food,26.2214863,50.50253
food,26.2208522,50.5010417
food,26.2208983,50.5001525
supermarket,26.2120122,50.6027038
food,26.2120393,50.6026315
food,26.2120322,50.6025475
food,26.2299003,50.5699273
supermarket,26.2313389,50.5905023
food,26.2312768,50.5905012
food,26.2311586,50.5905055
supermarket,26.2310576,50.5904844
food,26.2310181,50.5904634
food,26.2304485,50.5902311
fitness,26.1237718,50.5654078
food,26.2295138,50.591123
food,26.2101442,50.6017259
supermarket,26.2101632,50.6018082
food,26.2100559,50.6013382
food,26.2100436,50.6012335
food,26.1242764,50.5651879
healthcare,26.1243586,50.5651388
food,26.2296897,50.4817373
supermarket,26.229122,50.4806157
food,26.2101135,50.600255
food,26.2152091,50.5999538
supermarket,26.2304612,50.5906959
food,26.231095,50.5948741
supermarket,26.231374,50.5938746
supermarket,26.2313135,50.5916438
food,26.2313277,50.5907017
food,26.2112351,50.6052973
food,26.2112369,50.6052462
food,26.2112351,50.6050538
food,26.2112016,50.608757
food,26.2112016,50.6086563
food,26.211204,50.6085432
food,26.2112048,50.6084407
food,26.2112072,50.6083658
food,26.2112096,50.6082954
food,26.2112331,50.6078696
food,26.2112345,50.6077983
food,26.2112355,50.6076657
food,26.2112324,50.6073699
food,26.2112282,50.6067999
food,26.2112282,50.6067362
food,26.2112538,50.6065431
food,26.211257,50.606277
food,26.2112575,50.6061733
food,26.211601,50.6051717
food,26.2116633,50.6051745
food,26.2117019,50.6051759
healthcare,26.2320189,50.5718345
food,26.2288334,50.5654662
food,26.2291808,50.5688704
food,26.2291142,50.5688956
food,26.228436,50.56584
food,26.2326613,50.5725406
food,26.2114157,50.6091515
food,26.2114138,50.6091011
food,26.2114138,50.609017
food,26.2114138,50.6089477
food,26.2114138,50.6089813
food,26.2114629,50.6088405
food,26.2114632,50.6087136
food,26.2114657,50.6086467
food,26.2114666,50.6085554
food,26.2114683,50.6084924
food,26.2114911,50.6080604
food,26.2114911,50.6079973
healthcare,26.2115121,50.6074673
food,26.2115141,50.6073261
food,26.2115112,50.6071659
food,26.2115606,50.6071015
supermarket,26.2114435,50.6064569
food,26.2327863,50.5760003
food,26.2327781,50.5759843
supermarket,26.2211872,50.5650748
supermarket,26.2208033,50.5651415
food,26.2209484,50.5650958
supermarket,26.2210406,50.5650648
school_all,26.218463,50.5273163
food,26.2613614,50.6112124
food,26.2613731,50.6112674
food,26.2614088,50.6114415
food,26.2615178,50.6121385
food,26.2616179,50.6147684
supermarket,26.2294069,50.4942741
food,26.2312366,50.4951111
supermarket,26.2311343,50.4943189
supermarket,26.2596295,50.6128227
supermarket,26.2057115,50.5506037
supermarket,26.2056225,50.5508131
food,26.2049864,50.5515308
supermarket,26.2309565,50.4935009
food,26.2309941,50.4936299
supermarket,26.2310202,50.4938202
supermarket,26.2598165,50.6117198
supermarket,26.2574045,50.6114296
supermarket,26.2566663,50.611264
supermarket,26.2564054,50.6113453
food,26.2561683,50.6114132
healthcare,26.2200864,50.5341968
food,26.2206523,50.5357338
food,26.2203651,50.5354739
healthcare,26.2209664,50.5361044
food,26.2208112,50.5365208
food,26.2317435,50.5903508
fitness,26.2315609,50.5903419
food,26.2299707,50.5900175
supermarket,26.2299345,50.5901252
food,26.2297447,50.5905851
supermarket,26.2564389,50.6119284
food,26.2572118,50.6127269
supermarket,26.2293265,50.5912005
fitness,26.2293237,50.5914846
food,26.2293295,50.5915148
food,26.2306074,50.5909629
supermarket,26.2575453,50.6150898
food,26.2576615,50.615396
food,26.1026035,50.5652924
supermarket,26.1028338,50.5650432
food,26.1025289,50.5646182
supermarket,26.2301862,50.4783547
supermarket,26.2308274,50.5920294
supermarket,26.2583032,50.6165543
food,26.2591484,50.6162243
food,26.2597859,50.615921
supermarket,26.2602371,50.615724
food,26.2607586,50.6154848
food,26.2630183,50.6163259
food,26.2625858,50.6167711
supermarket,26.2315185,50.592992
food,26.2305406,50.5948435
food,26.2049036,50.5524818
supermarket,26.2047017,50.5529195
healthcare,26.2105073,50.5339576
supermarket,26.2156176,50.5332534
food,26.2581915,50.617378
food,26.2581161,50.6171758
supermarket,26.2577317,50.6165983
supermarket,26.2570864,50.6168284
supermarket,26.2290298,50.5897937
food,26.2565793,50.6168706
food,26.2565101,50.6168762
food,26.2552355,50.6176186
supermarket,26.2552619,50.6176048
supermarket,26.2281455,50.5899563
supermarket,26.2280339,50.5902294
food,26.2280459,50.590281
food,26.2280539,50.5903207
food,26.2281521,50.5912816
supermarket,26.228189,50.5915062
food,26.2282006,50.5916064
food,26.2282018,50.5916427
food,26.2282156,50.5917117
food,26.2282356,50.5917897
supermarket,26.2283175,50.5919932
food,26.2285562,50.5919389
supermarket,26.2287922,50.5918788
food,26.22896,50.5918421
food,26.2296756,50.5932816
food,26.2296898,50.5934801
food,26.2291706,50.5937035
food,26.2291858,50.5935525
food,26.2298622,50.5949396
food,26.2298712,50.5949998
food,26.2289811,50.5956528
food,26.2285819,50.5957174
food,26.2158559,50.4691763
healthcare,26.2076805,50.5676421
food,26.2278962,50.5961379
fitness,26.2274663,50.596524
food,26.2273857,50.5965565
food,26.2251046,50.596586
healthcare,26.2146421,50.4655398
food,26.2130313,50.4509182
food,26.2130054,50.450645
food,26.2291881,50.589573
healthcare,26.2291558,50.5895938
food,26.2278491,50.5900953
supermarket,26.2278789,50.5902977
healthcare,26.2006787,50.5604041
food,26.2008693,50.5605716
food,26.2022342,50.5623974
food,26.1213034,50.5678964
supermarket,26.1795467,50.4809516
food,26.1924482,50.487449
food,26.2209602,50.6066011
food,26.2068939,50.5501852
food,26.207851,50.5451871
food,26.1972636,50.544784
fitness,26.1973292,50.5449705
food,26.1866713,50.476902
supermarket,26.1961063,50.4844016
food,26.2274764,50.5369294
food,26.198448,50.4856569
food,26.1614674,50.5662008
supermarket,26.1615902,50.5661912
supermarket,26.1616665,50.5662572
supermarket,26.2001839,50.4984423
food,26.2003945,50.498358
food,26.2003267,50.4980759
food,26.2006596,50.4980869
food,26.1953342,50.4863421
food,26.1952058,50.4863867
food,26.1654348,50.5417998
supermarket,26.1932783,50.4869937
supermarket,26.2546674,50.6180538
food,26.2543778,50.6181559
fitness,26.2536689,50.618277
food,26.2522918,50.617934
supermarket,26.2522637,50.6179143
supermarket,26.2520752,50.6177912
food,26.2520221,50.6177552
supermarket,26.2519128,50.6175822
food,26.2615074,50.6112941
food,26.2618652,50.6131702
supermarket,26.2600408,50.6121565
supermarket,26.2600714,50.6121565
supermarket,26.2596648,50.6119049
supermarket,26.259097,50.611848
supermarket,26.2590103,50.6118466
supermarket,26.2582427,50.6117549
supermarket,26.2568427,50.6120993
supermarket,26.2571221,50.6123544
supermarket,26.2578845,50.6134028
supermarket,26.2575952,50.6150833
supermarket,26.2578423,50.6156085
food,26.2578586,50.6160042
supermarket,26.258256,50.616366
supermarket,26.186251,50.5305399
food,26.1861292,50.5299266
food,26.2584723,50.6162676
supermarket,26.2587619,50.6161506
food,26.2621628,50.6148271
supermarket,26.2622216,50.6148927
food,26.2623645,50.6149659
food,26.2626584,50.6150739
food,26.2631497,50.6165627
supermarket,26.2586509,50.6194869
food,26.2583456,50.6184547
supermarket,26.2582386,50.6180855
food,26.2581743,50.6176983
food,26.2580534,50.6174267
food,26.2580033,50.6172772
food,26.2579644,50.617164
food,26.2571902,50.6170299
healthcare,26.2561754,50.6171458
supermarket,26.2561288,50.6171635
food,26.2559601,50.6172759
food,26.2558328,50.6173693
food,26.2555206,50.6176194
supermarket,26.1761315,50.5244834
food,26.176139,50.5250743
food,26.1761418,50.5249043
food,26.1761395,50.5266067
supermarket,26.2522625,50.6180361
supermarket,26.2521156,50.6179351
supermarket,26.2539961,50.6184243
supermarket,26.2539055,50.6184342
food,26.2538021,50.6184484
fitness,26.2537396,50.618447
supermarket,26.1761548,50.5295857
supermarket,26.1761244,50.5318425
food,26.1865723,50.5298897
food,26.1771652,50.5346281
supermarket,26.1793256,50.5316079
food,26.1793237,50.5315577
supermarket,26.1792974,50.5307813
food,26.1792777,50.5291825
supermarket,26.1792768,50.5291229
supermarket,26.1823401,50.528577
food,26.1857169,50.5330588
supermarket,26.1849037,50.5331758
food,26.1624819,50.5551256
supermarket,26.1817098,50.5321997
food,26.1817122,50.5319082
supermarket,26.1816779,50.531128
supermarket,26.1821779,50.5298679
food,26.1821727,50.5286916
supermarket,26.2279571,50.5909134
supermarket,26.2279841,50.5910634
supermarket,26.2280732,50.5916672
supermarket,26.2281037,50.591759
food,26.2281293,50.5922588
food,26.2288267,50.5920572
food,26.2291878,50.5919344
food,26.2291553,50.591944
food,26.2293821,50.5918503
food,26.229368,50.5920351
supermarket,26.2290087,50.5933778
food,26.2290115,50.59334
fitness,26.2288613,50.5924625
food,26.1399025,50.5779632
food,26.1269756,50.5885909
food,26.1836585,50.5271402
food,26.1846799,50.5271406
supermarket,26.1846504,50.5271406
food,26.1814114,50.5230085
supermarket,26.1812922,50.523038
food,26.1812493,50.5230494
food,26.1806214,50.5231317
supermarket,26.1795081,50.5236512
food,26.1793563,50.5239556
food,26.179431,50.5237791
supermarket,26.1793674,50.5247062
food,26.1794382,50.5254349
food,26.1794267,50.52528
food,26.17943,50.5253872
supermarket,26.1868143,50.5308846
food,26.2514394,50.6169546
food,26.2512691,50.6167449
supermarket,26.2504777,50.6159635
food,26.2491866,50.6167531
food,26.2501013,50.6154121
supermarket,26.2515573,50.6144306
food,26.1700141,50.5405867
food,26.1698547,50.540599
food,26.2528461,50.6139895
supermarket,26.2550158,50.6136295
food,26.2563245,50.6132197
food,26.2566479,50.6131952
supermarket,26.2567681,50.613232
supermarket,26.1859506,50.5344658
healthcare,26.1961649,50.4864575
supermarket,26.2580458,50.6137769
supermarket,26.2585943,50.6143106
food,26.2586678,50.6142971
supermarket,26.2588954,50.614543
food,26.2589397,50.61511
food,26.2589397,50.6151683
food,26.2589518,50.6152458
supermarket,26.2515969,50.6173036
food,26.2488852,50.6166238
supermarket,26.2498421,50.6153884
food,26.2501603,50.6152023
food,26.2503736,50.6150529
healthcare,26.2511289,50.6145043
fitness,26.2515459,50.6142389
supermarket,26.2517897,50.6141163
food,26.2524644,50.6138692
food,26.2278436,50.5933347
supermarket,26.1976356,50.4860608
food,26.1959141,50.4865378
food,26.1955347,50.4865672
supermarket,26.1950617,50.4867866
supermarket,26.1946551,50.4869447
supermarket,26.1934271,50.487081
supermarket,26.2165515,50.4468188
healthcare,26.2165202,50.4468093
food,26.2164335,50.4468014
food,26.2167956,50.4502985
supermarket,26.2221983,50.5910338
food,26.2267775,50.5963104
food,26.226367,50.5962985
food,26.2261663,50.5963029
fitness,26.2258473,50.5963263
supermarket,26.2250579,50.5963596
food,26.2170713,50.4503721
food,26.2235681,50.5373099
supermarket,26.2247931,50.5368599
supermarket,26.2223293,50.5904726
food,26.2209617,50.5402332
food,26.221012,50.5400176
food,26.2211227,50.5396561
supermarket,26.2257472,50.5946366
food,26.2173612,50.5906832
food,26.2257586,50.5926857
food,26.2258322,50.5926737
supermarket,26.2259507,50.592639
food,26.2261162,50.5926052
supermarket,26.2261549,50.5925942
food,26.2263265,50.5925688
supermarket,26.2266601,50.5924833
food,26.2269848,50.5922153
fitness,26.2175506,50.60748
supermarket,26.2266091,50.5914277
food,26.2265349,50.5914384
supermarket,26.2267317,50.5898243
supermarket,26.2260318,50.5887854
supermarket,26.2255512,50.5888102
food,26.2243073,50.5887242
supermarket,26.2243,50.5887514
healthcare,26.2243812,50.5894156
food,26.2173535,50.6086675
food,26.2021929,50.5968892
fitness,26.2029815,50.597127
supermarket,26.2263042,50.5959598
food,26.2263522,50.5959543
food,26.2264799,50.5957403
food,26.2263684,50.5956168
food,26.2260719,50.5950377
food,26.2258836,50.5942515
food,26.2258739,50.5941478
food,26.2258333,50.5939188
food,26.2258033,50.5937256
food,26.2257894,50.5936576
fitness,26.2031094,50.5970606
food,26.225154,50.5437611
food,26.2251548,50.5437352
supermarket,26.2022184,50.597392
healthcare,26.2025985,50.5960004
healthcare,26.2026832,50.5960319
supermarket,26.2266807,50.5926196
supermarket,26.2270133,50.5925252
food,26.2271781,50.5919427
food,26.2027432,50.5947009
supermarket,26.2024226,50.5947456
food,26.2022263,50.5947918
supermarket,26.2020011,50.5949889
supermarket,26.2270431,50.5911332
supermarket,26.2270339,50.5910788
food,26.226654,50.5900903
supermarket,26.2269528,50.5902679
food,26.2268137,50.5890391
food,26.2268171,50.5889981
food,26.2268079,50.5889365
supermarket,26.2267976,50.5888622
food,26.2267964,50.5888139
food,26.2267972,50.5887795
supermarket,26.2013847,50.595662
food,26.2355588,50.6554858
food,26.2355997,50.655488
food,26.2117184,50.4506407
supermarket,26.2117243,50.4507576
food,26.2117322,50.4508149
food,26.2117411,50.4508822
food,26.2117451,50.4509538
food,26.2117589,50.4510553
food,26.236702,50.6554887
food,26.2379608,50.6554336
food,26.2181396,50.5040326
healthcare,26.2202645,50.5015297
food,26.2393008,50.6554532
fitness,26.206195,50.4576062
food,26.2060924,50.4576633
food,26.2453256,50.6523038
food,26.2018756,50.5988417
supermarket,26.2025563,50.5945677
supermarket,26.2015845,50.5954633
food,26.2013554,50.5951258
food,26.2135576,50.5041355
food,26.2265699,50.5886692
food,26.2262016,50.588666
supermarket,26.2256415,50.5886627
supermarket,26.2253962,50.5886782
food,26.2242174,50.5892027
supermarket,26.1931011,50.4609202
food,26.2114619,50.504266
food,26.2121891,50.5040088
supermarket,26.2124075,50.5039314
food,26.2004505,50.5940284
supermarket,26.225599,50.5923066
food,26.2256158,50.592375
supermarket,26.2256201,50.5924083
food,26.2256231,50.5924393
food,26.2256435,50.5926558
food,26.2256545,50.59269
food,26.2256965,50.5902574
food,26.2387593,50.6511183
food,26.2153109,50.5125724
supermarket,26.2150508,50.512479
food,26.2136864,50.5125724
food,26.2009236,50.5921614
food,26.2018354,50.5916326
supermarket,26.2019926,50.591576
food,26.2020828,50.5915378
food,26.2023836,50.5914002
food,26.2054338,50.5961188
food,26.2259164,50.5901086
supermarket,26.2259654,50.5901006
food,26.2255765,50.5894769
supermarket,26.225623,50.5902573
food,26.2256495,50.5910526
food,26.2253447,50.5911237
supermarket,26.2249863,50.5911931
supermarket,26.2147583,50.5125455
food,26.2173224,50.5175451
food,26.2169191,50.5177229
food,26.216852,50.5177414
supermarket,26.2167832,50.5179611
food,26.2046681,50.5964574
fitness,26.2042837,50.5962888
food,26.2043856,50.5962374
food,26.2136546,50.512418
food,26.2046774,50.5960258
supermarket,26.2055346,50.5963917
supermarket,26.2059337,50.5975144
food,26.2254036,50.5917265
food,26.2254102,50.591748
supermarket,26.2254258,50.5918871
food,26.2254897,50.5922447
supermarket,26.2260049,50.5902076
supermarket,26.226225,50.5901747
food,26.2358519,50.5902195
supermarket,26.234082,50.5911878
food,26.2340339,50.5911509
food,26.2339659,50.5909685
food,26.2338622,50.5908116
food,26.2322461,50.5908213
food,26.2359287,50.5899483
food,26.2358631,50.5899838
food,26.2350194,50.5905741
food,26.2042118,50.5993224
supermarket,26.2039747,50.5993678
supermarket,26.2008455,50.5925947
food,26.2009719,50.5924447
food,26.2012759,50.5922797
food,26.1229941,50.5864743
fitness,26.1226172,50.585886
supermarket,26.1225054,50.5855638
supermarket,26.1223611,50.5851734
supermarket,26.2013826,50.592229
food,26.2049328,50.5943378
supermarket,26.2292147,50.5892344
food,26.2292726,50.5899506
supermarket,26.2292906,50.5900498
food,26.229313,50.5904964
supermarket,26.2294967,50.5943097
food,26.2054322,50.5957274
food,26.2053716,50.5965698
supermarket,26.2053886,50.5966189
food,26.2054372,50.5967822
supermarket,26.2294209,50.5899224
food,26.2294281,50.5901377
food,26.229476,50.5904515
food,26.2294904,50.5906765
food,26.229497,50.5907791
healthcare,26.1204604,50.579987
supermarket,26.1205855,50.579892
food,26.1251385,50.579005
food,26.1253289,50.5789712
food,26.1261498,50.5788445
food,26.2243813,50.5968082
supermarket,26.2545016,50.6134605
food,26.2552091,50.6134422
supermarket,26.2552817,50.6134346
supermarket,26.2554733,50.6133912
food,26.2555407,50.6133695
supermarket,26.2566283,50.612968
supermarket,26.2610719,50.6127054
food,26.2607172,50.6110226
supermarket,26.2606166,50.6105715
supermarket,26.260537,50.6101279
food,26.260514,50.6099825
supermarket,26.260476,50.6097316
food,26.2608897,50.6126876
supermarket,26.2612519,50.6145368
healthcare,26.2610548,50.6134751
food,26.2606681,50.6112629
supermarket,26.2605975,50.6110666
food,26.2605598,50.6108189
supermarket,26.2605357,50.6106107
food,26.2603963,50.6099187
food,26.2603902,50.6098639
food,26.2474256,50.6141364
supermarket,26.2472789,50.6138688
food,26.246913,50.6130124
food,26.2468187,50.6128758
food,26.2465635,50.6124835
food,26.2462086,50.6119142
food,26.2459336,50.6113918
food,26.2459139,50.6112667
food,26.2502308,50.6081805
food,26.2469955,50.6099091
food,26.2471115,50.6097716
food,26.2471571,50.60974
food,26.2471941,50.609707
food,26.247342,50.6095558
food,26.2493185,50.6085376
supermarket,26.249384,50.6085199
supermarket,26.2475556,50.6145327
food,26.2464366,50.6125386
food,26.2462607,50.6123259
supermarket,26.1377604,50.5700611
food,26.137826,50.5701141
food,26.1379205,50.5702089
healthcare,26.1727368,50.5498538
fitness,26.1992476,50.5934592
food,26.2127842,50.5779428
food,26.2127126,50.5773758
food,26.2126487,50.5771251
food,26.2126283,50.577014
food,26.2109152,50.5759899
fitness,26.2117872,50.5785597
food,26.2104863,50.5753554
healthcare,26.211753,50.5760916
food,26.2079884,50.5760044
supermarket,26.2539031,50.6124297
food,26.2539944,50.6141607
food,26.2560883,50.6168614
supermarket,26.2560674,50.6168091
food,26.2559091,50.6165361
food,26.2546469,50.6155392
food,26.254569,50.6154501
food,26.2503999,50.6187487
food,26.2506206,50.6188137
food,26.2509667,50.6189534
supermarket,26.2516043,50.619163
supermarket,26.2537546,50.6197398
healthcare,26.2554552,50.619912
supermarket,26.2578715,50.6188968
food,26.2579243,50.6188742
healthcare,26.2615673,50.6183712
food,26.2617217,50.6181703
supermarket,26.2617541,50.6181384
food,26.2580037,50.618792
food,26.2600271,50.6196435
food,26.2614709,50.6184803
supermarket,26.2614943,50.6184533
food,26.2617722,50.6181245
food,26.2617865,50.618099
food,26.2618666,50.617997
food,26.2618924,50.617964
supermarket,26.25154,50.6189604
food,26.2526603,50.6192292
supermarket,26.2167842,50.5686338
food,26.2168234,50.5687801
food,26.2168548,50.5689689
food,26.2169985,50.5692703
food,26.2171308,50.5694817
supermarket,26.2147876,50.5686509
healthcare,26.2165304,50.5681184
healthcare,26.2163831,50.5681509
supermarket,26.2352802,50.5903399
supermarket,26.257033,50.6190436
food,26.2578756,50.6186801
healthcare,26.2611855,50.6182852
healthcare,26.2614843,50.6181088
food,26.2618864,50.6175086
supermarket,26.2619505,50.6174913
supermarket,26.2504231,50.6082452
supermarket,26.2514658,50.6123796
food,26.2519823,50.6135283
supermarket,26.2507761,50.6087937
healthcare,26.2507897,50.6089413
supermarket,26.2508078,50.6091721
food,26.2514818,50.6117454
food,26.2521757,50.6136219
food,26.262538,50.6174307
supermarket,26.2238483,50.5718792
food,26.226813,50.572073
food,26.2268827,50.5720933
food,26.2271656,50.5723134
food,26.2277124,50.5727095
food,26.227903,50.5729514
food,26.2288713,50.5748661
food,26.229022,50.575151
food,26.2299103,50.5767648
supermarket,26.2290328,50.5761464
food,26.2290817,50.5762291
food,26.0508392,50.4876164
supermarket,26.0507093,50.4876495
supermarket,26.0465371,50.4882669
food,26.0466358,50.4882688
supermarket,26.228524,50.5738452
food,26.2282527,50.5732516
food,26.2280366,50.5728186
food,26.2279364,50.5726404
supermarket,26.047715,50.4882752
healthcare,26.0478567,50.4882737
supermarket,26.0485997,50.4882954
supermarket,26.0491044,50.4882302
supermarket,26.0491497,50.4882277
food,26.0491892,50.4882261
supermarket,26.0488571,50.4883319
food,26.0488044,50.488336
food,26.047132,50.4883072
food,26.0469452,50.4882683
supermarket,26.0468994,50.4882683
food,26.2287656,50.5716377
food,26.2293443,50.5715464
food,26.2295003,50.5715043
food,26.2295487,50.5714812
supermarket,26.2297727,50.5713937
supermarket,26.0500003,50.4878905
food,26.0501832,50.4878537
supermarket,26.2254653,50.5896984
supermarket,26.2255131,50.5900531
food,26.1888462,50.4654213
food,26.2184622,50.5872099
food,26.2141428,50.590359
healthcare,26.1387914,50.5774703
supermarket,26.2312306,50.5661513
food,26.2302038,50.5637598
supermarket,26.2285895,50.5692507
food,26.2285468,50.5692693
fitness,26.2136964,50.5901203
food,26.2135542,50.5901712
food,26.1236432,50.5872836
food,26.1236277,50.5872432
food,26.1234377,50.5868913
supermarket,26.2271202,50.5696981
food,26.2181108,50.519886
food,26.2186085,50.5148795
food,26.2186822,50.5146871
healthcare,26.2189804,50.5136884
food,26.1220966,50.5797334
food,26.1233532,50.5795595
food,26.2186209,50.567969
food,26.2186209,50.5678899
food,26.1257454,50.579151
food,26.1260575,50.5791073
food,26.1268472,50.57898
supermarket,26.0833393,50.4923711
supermarket,26.0849373,50.4916394
supermarket,26.2761485,50.5970464
supermarket,26.2851707,50.6269351
food,26.233797,50.5959619
food,26.2863625,50.6270332
food,26.2864259,50.6270267
food,26.2864887,50.627041
supermarket,26.2865665,50.6270346
supermarket,26.1490765,50.6196328
food,26.1519948,50.6202267
healthcare,26.0925975,50.4886587
food,26.0933403,50.48783
food,26.153463,50.6204869
supermarket,26.153637,50.6204554
supermarket,26.2303092,50.5955426
supermarket,26.2358323,50.5926642
food,26.2347718,50.5934471
supermarket,26.2303417,50.5952342
supermarket,26.2300367,50.5952382
food,26.1616828,50.6161183
supermarket,26.1623966,50.6160517
food,26.2275488,50.5723906
food,26.2324731,50.5952677
supermarket,26.2316066,50.5954367
food,26.2311014,50.5954849
food,26.1650085,50.6114915
supermarket,26.1650296,50.6115729
supermarket,26.165021,50.6108609
food,26.1650058,50.6105815
food,26.1649848,50.6103482
food,26.1593432,50.5195349
food,26.1649761,50.6100115
supermarket,26.1649818,50.6099115
food,26.1649703,50.6096834
food,26.1649041,50.609135
food,26.2664942,50.615994
food,26.2670237,50.6158859
supermarket,26.2293731,50.5764007
food,26.2292003,50.5764002
supermarket,26.2290445,50.5764016
food,26.2288451,50.5763941
supermarket,26.1648844,50.6085664
supermarket,26.227266,50.5765256
supermarket,26.22053,50.5734574
food,26.2275335,50.5748319
supermarket,26.1587889,50.5176108
food,26.2283711,50.5744903
supermarket,26.2276316,50.5723444
supermarket,26.1578775,50.5147959
food,26.164816,50.6076135
food,26.1647836,50.6072547
food,26.1647692,50.6067713
healthcare,26.164746,50.6065209
food,26.1671199,50.608003
food,26.1544789,50.6205116
food,26.1638951,50.6159946
food,26.164015,50.6159117
supermarket,26.1653773,50.6113725
food,26.1654216,50.611504
food,26.1652967,50.6091434
food,26.1652936,50.609091
food,26.1651528,50.6072314
supermarket,26.1669543,50.6077666
food,26.2299028,50.571127
healthcare,26.1337995,50.5537556
healthcare,26.2429385,50.6512203
food,26.0952444,50.4866674
food,26.0953288,50.4866378
food,26.0945309,50.4868846
food,26.0948172,50.4867935
food,26.0948562,50.4867798
supermarket,26.0948919,50.4867697
food,26.0950074,50.4867328
food,26.1326647,50.5546518
food,26.1326446,50.5547335
food,26.1326356,50.5547875
supermarket,26.0965913,50.4862272
supermarket,26.097909,50.4858662
supermarket,26.0981599,50.4857905
food,26.0985941,50.4856022
food,26.098777,50.4855271
food,26.0988946,50.48547
food,26.1027651,50.4835462
food,26.102997,50.4834531
fitness,26.1742973,50.6038713
food,26.174143,50.6035841
food,26.1334248,50.5579287
food,26.1334378,50.5579668
food,26.1334507,50.5580023
food,26.1334944,50.5581013
food,26.1335218,50.5582821
supermarket,26.1454803,50.4966248
food,26.1454641,50.4964036
supermarket,26.1337043,50.5589568
food,26.1337197,50.5589991
food,26.1337586,50.5591211
food,26.1337463,50.5590785
food,26.1337684,50.5591657
supermarket,26.1037328,50.4831853
food,26.1038459,50.483144
food,26.1040783,50.4830586
food,26.176349,50.6098018
supermarket,26.1762661,50.6098
food,26.176231,50.6097982
food,26.176204,50.6098071
supermarket,26.1703877,50.6120356
supermarket,26.170327,50.6120508
food,26.1702742,50.6120639
food,26.1702546,50.6120639
food,26.1580962,50.5144249
food,26.1342534,50.5535616
fitness,26.168094,50.6121022
supermarket,26.1681126,50.6121389
supermarket,26.2533023,50.6439803
food,26.1561931,50.512116
supermarket,26.1741155,50.609823
food,26.1740516,50.6098977
supermarket,26.1731881,50.6104187
food,26.1730945,50.6104795
food,26.1704548,50.611762
supermarket,26.1703402,50.6117644
food,26.1701456,50.6117921
supermarket,26.1675813,50.612268
supermarket,26.1642325,50.6145307
food,26.1641363,50.6145601
food,26.1631712,50.6147858
food,26.1467281,50.5006672
