category,latitude,longitude
supermarket,26.1628379,50.6148572
food,26.1621219,50.6150177
food,26.1616308,50.6158661
supermarket,26.1612853,50.6160206
supermarket,26.1670715,50.6148686
food,26.1643108,50.6141529
food,26.1642297,50.6141854
supermarket,26.163964,50.614279
food,26.1632956,50.614525
supermarket,26.1633423,50.6145146
food,26.1624273,50.6147333
supermarket,26.1615447,50.6155529
food,26.1610965,50.6157635
supermarket,26.1337617,50.5534463
food,26.1195444,50.4781796
food,26.1191213,50.4783605
food,26.2205768,50.5734365
food,26.2223834,50.5727429
food,26.1169425,50.4799549
food,26.1160059,50.4807144
food,26.1321883,50.6004054
supermarket,26.1330628,50.5532911
food,26.132423,50.5549198
food,26.1323828,50.5550575
supermarket,26.135095,50.5989704
supermarket,26.1433757,50.6010618
supermarket,26.1419394,50.6029693
food,26.1407902,50.6011696
food,26.1323873,50.5551342
food,26.2267688,50.5792713
supermarket,26.2274253,50.5948669
food,26.2273225,50.5940796
food,26.2271456,50.5929323
fitness,26.2268557,50.5909046
food,26.2265824,50.588545
supermarket,26.2265788,50.5884705
food,26.2263797,50.5877242
food,26.2274555,50.5941806
supermarket,26.2274489,50.5940847
food,26.2274374,50.594015
food,26.2270401,50.590965
supermarket,26.2274904,50.580276
food,26.2277865,50.5815246
food,26.227849,50.5824444
food,26.2277801,50.5824426
food,26.2276911,50.5824741
food,26.2276028,50.5825063
food,26.2275334,50.5825313
supermarket,26.1330435,50.5574855
food,26.1331188,50.5576745
supermarket,26.1332148,50.5579213
food,26.2265338,50.586805
fitness,26.2265086,50.5866655
food,26.2264485,50.5862077
supermarket,26.2259315,50.58607
food,26.2257102,50.5861002
food,26.1336913,50.5604649
food,26.1336464,50.5603402
food,26.223937,50.5836479
food,26.2245912,50.5834088
supermarket,26.2247343,50.5833733
food,26.225116,50.5832402
fitness,26.094761,50.4870563
food,26.096354,50.4865351
supermarket,26.0966975,50.4864213
supermarket,26.0966105,50.4864544
supermarket,26.0972591,50.4862591
food,26.0978559,50.486125
supermarket,26.1054667,50.4831504
food,26.1152559,50.4820541
food,26.1157178,50.4814353
supermarket,26.1158084,50.481187
supermarket,26.1283107,50.4782168
food,26.1290547,50.4786976
food,26.1292516,50.4788334
supermarket,26.1294081,50.4789265
food,26.1296618,50.4791082
food,26.1235532,50.4774538
supermarket,26.1259848,50.477278
food,26.2702224,50.6091778
supermarket,26.2698357,50.6090833
food,26.2693288,50.6089725
supermarket,26.2685077,50.6087465
supermarket,26.2359715,50.5847168
food,26.2681332,50.6086947
food,26.2680035,50.6085976
food,26.1375959,50.6081212
food,26.2659095,50.6082975
food,26.2652846,50.6087013
healthcare,26.2647164,50.6090255
food,26.2646294,50.6090163
food,26.2645604,50.609024
food,26.2643727,50.609284
food,26.1323097,50.6011131
food,26.1334573,50.6000638
food,26.2633957,50.6097318
food,26.2631583,50.6098226
food,26.2823165,50.6335011
food,26.2821898,50.6332601
supermarket,26.2821015,50.6331655
food,26.2648644,50.6077479
food,26.1342892,50.5996488
food,26.1343248,50.5996255
food,26.134909,50.5992791
supermarket,26.1363586,50.5988784
supermarket,26.1365156,50.5985604
supermarket,26.140982,50.597835
supermarket,26.1412858,50.5982795
food,26.141311,50.5983082
supermarket,26.2666476,50.6074376
food,26.2667091,50.6074058
food,26.2667751,50.6073891
supermarket,26.2681083,50.6060611
food,26.127134,50.5453567
food,26.2807988,50.6331085
food,26.2807063,50.6331618
supermarket,26.2705668,50.6064505
food,26.2715944,50.6080115
food,26.2721782,50.6081101
supermarket,26.1434467,50.6022531
supermarket,26.1432353,50.6023631
food,26.1432183,50.6023769
food,26.1431411,50.6024216
supermarket,26.142942,50.6025093
supermarket,26.1429126,50.6025282
food,26.1273923,50.5438905
food,26.2314967,50.5854154
food,26.1413799,50.6015664
food,26.2721264,50.6074738
food,26.2719903,50.6057597
food,26.2718934,50.6046883
supermarket,26.1272968,50.5464016
supermarket,26.1272953,50.5464925
supermarket,26.1275903,50.5437344
healthcare,26.1276285,50.5435455
food,26.127818,50.5417373
supermarket,26.1278035,50.542113
food,26.2695969,50.6091955
supermarket,26.2691989,50.6091176
supermarket,26.2689257,50.6090454
supermarket,26.2684311,50.6089312
food,26.270902,50.6095399
food,26.270796,50.6095487
food,26.2699987,50.6093067
food,26.269945,50.6092966
supermarket,26.269854,50.6092729
food,26.1412065,50.6039653
food,26.1410139,50.6040612
food,26.1409865,50.6040794
supermarket,26.140928,50.6041199
food,26.1406624,50.6043154
supermarket,26.1406028,50.6043558
food,26.2683493,50.6089009
food,26.129701,50.5408996
food,26.1300563,50.5408797
food,26.1393018,50.6053749
food,26.1391183,50.6054734
supermarket,26.2644467,50.6076148
food,26.2644959,50.6076089
supermarket,26.2660772,50.6074036
food,26.2661809,50.6073795
food,26.1341803,50.6131153
supermarket,26.1347203,50.6127767
food,26.2274411,50.5809251
food,26.1349978,50.6126208
food,26.1358202,50.6120963
food,26.135903,50.6120532
supermarket,26.1360167,50.6119633
food,26.130215,50.5555985
food,26.2263564,50.5868897
supermarket,26.2261797,50.586194
food,26.2261154,50.5861987
food,26.2260391,50.586212
food,26.2256453,50.586321
food,26.2255954,50.5863291
supermarket,26.2254438,50.5863505
food,26.2231899,50.5847291
supermarket,26.2231322,50.5843174
supermarket,26.2675408,50.6059564
food,26.2719376,50.6075796
food,26.1403021,50.6042428
food,26.1402069,50.6042998
food,26.1399724,50.6044447
supermarket,26.1399109,50.604488
supermarket,26.1392862,50.6049421
supermarket,26.1392503,50.6049683
food,26.2716001,50.6047343
supermarket,26.2718551,50.6073061
food,26.2718177,50.6069394
food,26.2262527,50.5846605
food,26.2262591,50.5847272
food,26.2262741,50.5848679
food,26.2262805,50.584918
supermarket,26.2262943,50.5850241
supermarket,26.2264123,50.5858206
food,26.2261508,50.5862011
supermarket,26.2268927,50.5835314
food,26.2269292,50.5839205
supermarket,26.2269463,50.5839978
food,26.2268155,50.5840478
food,26.2267588,50.584064
supermarket,26.2260638,50.5851672
food,26.2247351,50.584242
food,26.2279377,50.5830448
food,26.2280941,50.5835236
food,26.228123,50.5836684
food,26.2283359,50.5846367
food,26.228372,50.584807
food,26.2285422,50.5853676
food,26.2285164,50.5854782
food,26.2281412,50.5830002
food,26.2281797,50.583143
food,26.2282158,50.5832631
food,26.2282531,50.583363
food,26.2283896,50.5840925
food,26.2284107,50.5841864
supermarket,26.2284889,50.5845204
food,26.2285445,50.5847416
food,26.2285849,50.5849361
supermarket,26.2286343,50.5851721
supermarket,26.1342686,50.6132615
food,26.1344929,50.6131807
food,26.1350177,50.6128729
supermarket,26.1362901,50.6120474
supermarket,26.1444014,50.608271
food,26.1378866,50.6107131
food,26.1275619,50.5959787
supermarket,26.2313559,50.5862128
supermarket,26.2319222,50.5857762
food,26.2319557,50.5857762
supermarket,26.2324784,50.5860176
supermarket,26.2333338,50.5858084
supermarket,26.233531,50.5862134
supermarket,26.2350883,50.585337
food,26.235125,50.585449
supermarket,26.2353162,50.5861135
food,26.2353692,50.5863335
supermarket,26.2348826,50.5866707
supermarket,26.2346363,50.5868337
food,26.2341587,50.5870992
food,26.2339446,50.5872072
food,26.2327726,50.5874104
supermarket,26.2327449,50.5874131
food,26.2326565,50.5874271
supermarket,26.2315059,50.5869331
food,26.231487,50.5862545
food,26.2314864,50.5862317
supermarket,26.2314858,50.5862002
supermarket,26.2315985,50.5858924
supermarket,26.2323687,50.5859373
supermarket,26.1673558,50.4563952
food,26.2350653,50.5847569
food,26.2746516,50.6102463
food,26.2745605,50.6100543
food,26.274526,50.609973
supermarket,26.2343804,50.5851594
food,26.2715822,50.6045303
supermarket,26.1454513,50.4908711
food,26.1458804,50.4903333
food,26.1459931,50.4902058
food,26.1465613,50.4895782
food,26.1472015,50.4889184
food,26.1471226,50.4890153
fitness,26.1476099,50.4884623
food,26.1489897,50.4869557
food,26.1490314,50.486915
food,26.1490935,50.4868344
supermarket,26.2506599,50.6097292
supermarket,26.2489963,50.610223
food,26.2489266,50.6102707
food,26.2485843,50.6104452
supermarket,26.2485137,50.6112283
supermarket,26.2483096,50.6114399
food,26.2482836,50.6114668
supermarket,26.1574231,50.5202989
food,26.247012,50.6125656
supermarket,26.246976,50.612607
supermarket,26.2442498,50.6152789
food,26.2444054,50.6154817
food,26.2445766,50.6157109
supermarket,26.2447571,50.6158839
food,26.2449003,50.6160849
food,26.244945,50.616149
food,26.0587268,50.617174
food,26.2479629,50.6173993
supermarket,26.2480352,50.6173355
food,26.2486411,50.6166463
supermarket,26.2487461,50.6165695
supermarket,26.0576154,50.6176408
supermarket,26.0588517,50.6175199
healthcare,26.1380122,50.5663871
food,26.1378976,50.5665663
food,26.1377897,50.5667184
food,26.1377588,50.5667602
food,26.1376134,50.5669737
fitness,26.1646364,50.4700671
food,26.1654979,50.4691456
fitness,26.1653608,50.4692984
food,26.1652693,50.4693866
food,26.2489819,50.6103825
food,26.248788,50.6105096
food,26.2485932,50.6106432
supermarket,26.2484442,50.6107898
food,26.2484988,50.6108582
food,26.2486127,50.6111199
supermarket,26.248667,50.6112143
food,26.1972421,50.4772987
supermarket,26.2474364,50.612345
supermarket,26.2455137,50.6126719
food,26.2444181,50.615267
food,26.2445008,50.6153814
food,26.2446761,50.6156223
food,26.2449021,50.6159359
food,26.1671336,50.4674113
supermarket,26.1673265,50.4671534
food,26.1684091,50.4660205
food,26.1676471,50.4668177
food,26.1680546,50.4663981
food,26.2683785,50.6553298
supermarket,26.2686204,50.655955
supermarket,26.2464621,50.6179094
supermarket,26.2479562,50.6169961
food,26.2480791,50.6169168
supermarket,26.2482307,50.6168045
supermarket,26.2703105,50.6563204
supermarket,26.2709406,50.6557112
healthcare,26.2708884,50.655565
healthcare,26.2708741,50.6554554
supermarket,26.2705703,50.6538294
food,26.0935806,50.4878461
supermarket,26.1035736,50.4975362
food,26.2704357,50.65214
food,26.2704377,50.6520806
supermarket,26.2704196,50.6519428
supermarket,26.272172,50.6512856
food,26.2722159,50.6512841
food,26.2723388,50.6512796
supermarket,26.2725464,50.6507558
food,26.2726085,50.6507573
food,26.2727539,50.6506793
supermarket,26.2727806,50.6505486
supermarket,26.1633399,50.4725038
healthcare,26.1632483,50.4726141
food,26.1618275,50.5227344
supermarket,26.2418268,50.6548903
food,26.2418356,50.65485
food,26.2728235,50.6498571
food,26.2728222,50.6497902
supermarket,26.2728199,50.6497418
food,26.2728185,50.6496551
supermarket,26.2728936,50.6491744
food,26.274553,50.647526
supermarket,26.2745603,50.6473636
supermarket,26.2746314,50.6464847
supermarket,26.2746087,50.6449255
food,26.2380338,50.6552492
healthcare,26.1402043,50.498548
supermarket,26.2397078,50.6552667
food,26.2397763,50.6552618
food,26.2399029,50.6552631
supermarket,26.268397,50.6533523
healthcare,26.268431,50.6535265
food,26.2684555,50.6536946
food,26.2684609,50.6537446
food,26.2684772,50.653837
food,26.2685084,50.6546717
supermarket,26.2685342,50.6547565
supermarket,26.2510409,50.6446486
supermarket,26.2704253,50.6540622
food,26.1430453,50.4968311
food,26.1430743,50.4969847
food,26.1430236,50.4972203
food,26.1429686,50.4974577
food,26.1431719,50.496589
healthcare,26.1436981,50.4934601
food,26.132687,50.5522933
food,26.1326945,50.5523877
food,26.1326658,50.5528652
food,26.1325898,50.5529097
food,26.1314469,50.553483
food,26.1312861,50.5535635
food,26.131159,50.5536274
food,26.1307364,50.5538481
supermarket,26.1306056,50.5539189
food,26.2706873,50.6513796
food,26.2710826,50.6513117
food,26.272519,50.6504611
food,26.2726266,50.6504047
healthcare,26.1303738,50.5540258
food,26.1328534,50.5523663
supermarket,26.2726491,50.6497171
food,26.2726411,50.6493616
food,26.2727176,50.6489267
supermarket,26.2729657,50.6484583
food,26.1320509,50.5534339
supermarket,26.1301341,50.5544215
food,26.2743996,50.648285
supermarket,26.2743879,50.6480473
supermarket,26.2745225,50.6456199
food,26.2745463,50.6455659
food,26.2745243,50.6454578
supermarket,26.2727327,50.6481272
food,26.1356038,50.5553727
food,26.1347859,50.546296
supermarket,25.9996181,50.6176984
food,25.9978904,50.6175118
food,26.1307893,50.556913
supermarket,25.9976188,50.6171042
food,25.9975734,50.6171012
food,26.1270591,50.5752757
food,26.1271025,50.5753751
food,26.1271929,50.5756534
healthcare,26.1272643,50.576018
food,26.1273079,50.5761404
food,26.1270239,50.5751002
supermarket,26.1269453,50.5749391
supermarket,26.1377189,50.5660374
supermarket,26.1268532,50.5746602
fitness,26.1353519,50.5563216
food,26.1314508,50.5586112
food,26.131592,50.5589416
food,26.1316326,50.55905
food,26.131883,50.5596621
healthcare,26.1353549,50.5559061
food,26.134844,50.552682
food,26.1348293,50.5525945
food,26.1322719,50.5605908
food,26.1323301,50.5607327
food,26.1346086,50.5507031
food,26.1345798,50.5503879
food,26.1346008,50.5504512
food,26.1346078,50.5505325
food,26.2306403,50.5814666
food,26.2326105,50.5821756
food,26.232688,50.5823229
food,26.2328998,50.5827001
supermarket,26.12671,50.5742337
supermarket,26.1266938,50.5741852
healthcare,26.1262239,50.5728966
supermarket,26.1261877,50.5726892
food,26.2352803,50.5858282
supermarket,26.2354698,50.5862969
food,26.2344444,50.5830395
supermarket,26.2350154,50.5829645
healthcare,26.2285327,50.5821589
supermarket,26.2354048,50.5865699
food,26.2345778,50.5870342
food,26.2342055,50.58723
supermarket,26.2340966,50.587289
supermarket,26.2338572,50.5874211
food,26.2337874,50.5874325
food,26.2334127,50.5875056
supermarket,26.2332133,50.587528
supermarket,26.2330449,50.5875448
supermarket,26.2324139,50.5875938
food,26.2323358,50.5876125
food,26.2319003,50.5876917
supermarket,26.2318425,50.5876997
food,26.2317252,50.5877413
supermarket,26.2316531,50.5877601
food,26.2314179,50.5876246
food,26.2305709,50.5817954
food,26.1258304,50.5718568
supermarket,26.1258051,50.5717666
food,26.125744,50.5715342
food,26.2346614,50.5848338
supermarket,26.2352075,50.5855346
supermarket,26.1303712,50.5566244
fitness,26.2328864,50.5830981
supermarket,26.1254567,50.5707102
food,26.1253892,50.5705811
food,26.1253529,50.5705216
supermarket,26.1251732,50.5699386
healthcare,26.1244994,50.5681735
food,26.1247305,50.5687188
food,26.1246321,50.5677693
supermarket,26.1252883,50.5674955
supermarket,26.1296943,50.5654283
food,26.1293866,50.5656412
food,26.1310035,50.5581892
healthcare,26.1311745,50.5585675
food,26.1317042,50.5599834
healthcare,26.1320976,50.5586851
supermarket,26.1124814,50.4820354
food,26.2360713,50.5899478
food,26.244979,50.654214
supermarket,26.2868301,50.6254448
food,26.3079537,50.1696739
food,26.3041968,50.168121
food,26.3052533,50.167324
food,26.3074821,50.1688589
food,26.3074594,50.168672
food,26.3041059,50.170658
food,26.3041868,50.1704096
food,26.3047223,50.1701647
food,26.3047713,50.1701081
food,26.3048666,50.1699026
food,26.3048741,50.1697474
food,26.3048143,50.1695962
food,26.3047246,50.1694727
food,26.3044861,50.1693987
food,26.3044273,50.1694132
food,26.3043227,50.1694839
food,26.3042895,50.1695421
food,26.3042141,50.1698551
food,26.3045151,50.1704068
food,26.3046133,50.1702666
food,26.3048151,50.1700477
food,26.3048443,50.1699787
food,26.3048817,50.1698211
food,26.3048487,50.1696755
food,26.3046157,50.1693974
food,26.3045489,50.1693913
food,26.3043731,50.1694457
food,26.3042415,50.1696604
food,26.3046713,50.1702159
food,26.3047745,50.1695312
food,26.3042192,50.1697928
food,26.3042119,50.1699161
food,26.3042584,50.1695985
food,26.3042223,50.1697243
healthcare,26.1862788,50.3182385
food,26.2874932,50.6639833
food,26.288343,50.6643986
food,26.2879849,50.6642013
food,26.2321864,50.5362188
food,26.2321882,50.5363571
food,26.290276,50.6637306
food,26.2889446,50.6647034
food,26.2321274,50.5361291
food,26.2872612,50.6638614
food,26.2321891,50.5364263
food,26.23219,50.5364946
food,26.2873407,50.6639006
food,26.2321675,50.5361616
food,26.2320536,50.5361297
food,26.2320767,50.572279
supermarket,26.2322075,50.5724076
food,26.3103839,50.1688675
food,26.3101358,50.1691657
food,26.3103879,50.1687318
food,26.3103487,50.1691122
food,26.3103726,50.1689973
food,26.3102532,50.169174
food,26.3100243,50.1691529
food,26.3099036,50.1691405
food,26.1655982,50.5698195
supermarket,26.3985683,50.158995
food,26.2263876,50.595843
food,26.145464,50.4894928
food,26.2931275,50.1812142
food,26.2928998,50.1811157
food,26.2873033,50.2183244
food,26.2926369,50.2184908
food,26.2926216,50.2185955
healthcare,26.2933598,50.1813655
healthcare,26.3232875,50.1797574
food,26.3426301,50.1816895
food,26.342742,50.1819236
healthcare,26.3073028,50.1792571
food,26.3227139,50.1797233
food,26.307321,50.1791223
supermarket,26.3231844,50.1801598
supermarket,26.3336847,50.18034
food,26.3441598,50.1852583
school_all,26.3455799,50.1902437
food,26.3231848,50.1802515
food,26.3342837,50.1798047
healthcare,26.3451238,50.1866859
supermarket,26.3457451,50.1960761
food,26.3044715,50.1993031
food,26.3051831,50.1950192
healthcare,26.3052828,50.1944543
healthcare,26.3381623,50.1996981
food,26.3205926,50.2078502
food,26.3045248,50.1989568
supermarket,26.304762,50.198168
food,26.3044226,50.1973196
food,26.3050467,50.1963342
food,26.3050436,50.1964053
food,26.3050385,50.1964701
food,26.3049984,50.196682
food,26.3050742,50.1956942
food,26.3050864,50.1956326
food,26.3051364,50.1953035
supermarket,26.3051523,50.1952144
food,26.3051632,50.1951398
food,26.3055201,50.1942273
food,26.3055379,50.1941229
food,26.3204659,50.2079157
food,26.3043185,50.2003405
healthcare,26.3045601,50.1995144
food,26.3050647,50.1961751
food,26.305098,50.1955692
food,26.3055571,50.1940122
food,26.3043326,50.2002524
food,26.3043618,50.200078
food,26.3050312,50.1965387
food,26.2184374,50.4912302
supermarket,26.2298706,50.5382316
supermarket,26.2176642,50.6074776
food,26.2320089,50.5390586
supermarket,26.2515409,50.6074504
food,26.2122273,50.5940524
food,26.2193021,50.4945353
food,26.2198788,50.4936123
food,26.2193825,50.4941647
food,26.1310639,50.5583555
food,26.2325858,50.5397614
food,26.2327025,50.540068
food,26.2319447,50.5388729
food,26.2312739,50.5767215
food,26.215101,50.5917263
school_all,26.1614186,50.5435715
school_all,26.1549503,50.5264292
food,26.2272,50.5900219
food,26.2173741,50.5234862
food,26.2344299,50.5956881
food,26.2203442,50.5886327
food,26.1305125,50.5561555
food,26.2861732,50.6632759
food,26.230429,50.539201
food,26.2693631,50.6271342
food,26.2154872,50.5920573
food,26.2024712,50.5628043
supermarket,26.1634057,50.5231134
food,26.1458219,50.4904365
food,26.1454401,50.4903309
food,26.2325905,50.5733862
food,26.2836465,50.1972202
food,26.2836097,50.1973735
food,26.2839369,50.1961126
food,26.2838404,50.1964567
healthcare,26.2840857,50.1954793
food,26.1430913,50.5780843
food,26.2960807,50.1935204
food,26.2273727,50.5387875
food,26.2605152,50.5972303
food,26.2616963,50.5973161
food,26.1981327,50.4773329
food,26.2890331,50.6647337
food,26.2457122,50.6198082
food,26.2206355,50.5242003
food,26.220629,50.5242273
healthcare,26.2206272,50.5242161
food,26.2822924,50.2145387
food,26.198121,50.4770959
food,26.3008797,50.1787453
food,26.2641629,50.6020302
food,26.2144172,50.591695
food,26.2419321,50.5886641
supermarket,26.2412237,50.5900213
food,26.2436727,50.5900159
food,26.2433961,50.5905041
food,26.243858,50.5905202
supermarket,26.2426046,50.5891939
fitness,25.4182038,50.7830651
healthcare,25.4186323,50.7827308
food,25.4254506,50.7803846
food,25.4210834,50.7929975
fitness,25.4109296,50.7591296
food,25.4186233,50.7737909
fitness,25.4257246,50.7809839
fitness,25.4259308,50.7811737
food,25.4216875,50.7929969
supermarket,25.421613,50.7934435
healthcare,25.4216878,50.7930986
school_all,25.4200763,50.786304
food,25.4235694,50.7869103
food,26.1304247,50.57461
food,26.2676597,50.6150646
food,26.1416816,50.5789485
healthcare,26.2179821,50.6719187
healthcare,26.2090976,50.5758126
food,26.0500936,50.4988294
food,26.2801647,50.2149271
food,26.2802163,50.215042
food,26.2821354,50.2157456
food,26.2813497,50.212503
food,26.2825804,50.2163502
food,26.2329647,50.5769086
food,26.1375429,50.5670059
food,26.2146588,50.5873577
food,26.3794022,50.1820117
food,26.2490784,50.6167717
school_all,26.088989,50.5063947
supermarket,26.088487,50.5052827
school_all,26.0893042,50.5063916
food,26.249847,50.6162905
food,26.292186,50.1994377
food,26.1669343,50.4675772
food,26.2177745,50.4855021
supermarket,26.2092544,50.4571147
food,25.4212069,50.7929697
food,26.1630044,50.4731002
food,26.283426,50.2087783
food,26.2555525,50.6444626
food,26.2554988,50.6444594
food,26.257963,50.6389623
food,26.2033962,50.5687396
healthcare,26.2310093,50.5495542
food,26.2393595,50.6337801
supermarket,26.4155251,50.1599697
food,26.1481712,50.4868735
school_all,26.2683245,50.2138576
food,26.2204091,50.2128552
food,26.2852746,50.2223336
healthcare,26.1553023,50.5677716
healthcare,26.2260268,50.5535577
food,26.2941162,50.2072973
healthcare,26.2478566,50.5860558
food,26.2456645,50.5848618
supermarket,26.1453592,50.5853606
food,26.2646382,50.6542105
food,26.3052817,50.1959335
food,26.2029452,50.5639335
food,26.1352056,50.5784701
food,26.1298905,50.5742653
food,26.2124393,50.5871332
food,26.2401759,50.5847977
food,26.236962,50.5360775
food,26.1315506,50.5129444
healthcare,26.310671,50.2122458
food,26.2105968,50.5731226
food,26.2058119,50.5917232
food,26.2058149,50.5918631
school_all,26.1581902,50.5909142
food,26.2186638,50.5879017
food,26.2024648,50.1950847
food,26.2843408,50.1903686
healthcare,26.2163662,50.5770939
food,26.2159732,50.5770902
food,26.2174678,50.5767529
supermarket,26.2043721,50.5725312
food,26.2179605,50.586723
food,26.2177776,50.5870341
food,26.218384,50.587474
food,26.2157997,50.5770885
food,26.2150705,50.5773218
food,26.2201985,50.572223
food,26.2148124,50.5800996
supermarket,26.4107428,50.1801565
food,26.2326312,50.5851849
healthcare,26.2313424,50.5825579
school_all,26.2325134,50.5827811
healthcare,26.2338828,50.5830788
supermarket,26.2355732,50.5844564
food,26.1981956,50.5442373
food,26.1980501,50.5441934
food,26.1980015,50.5445009
school_all,26.159145,50.5471438
school_all,26.1599135,50.5497122
school_all,26.1613406,50.5488299
school_all,26.161125,50.5514551
fitness,26.2409006,50.5378756
food,26.1957817,50.4917296
food,26.13909,50.4903675
food,26.3342973,50.1889178
food,26.317841,50.223092
school_all,26.3739598,50.2167368
food,26.3078121,50.1701227
food,26.1978942,50.4771974
food,26.2993331,50.2244427
food,26.2887943,50.2148949
food,26.2887633,50.2151495
food,26.2900485,50.2197728
food,26.2859605,50.2189006
food,26.2856894,50.2188901
food,26.2830437,50.6020959
supermarket,26.2144748,50.181014
food,26.1005815,50.549231
food,26.131413,50.5447278
healthcare,26.2183121,50.5859059
food,26.0963926,50.490809
food,26.2501606,50.6532947
food,26.1655254,50.5418159
food,26.2126525,50.5858643
supermarket,26.1871099,50.5570972
food,26.1673562,50.5424631
food,26.216288,50.5991319
food,26.2396671,50.5816401
food,26.1377195,50.5884341
food,26.3028518,50.2219812
food,26.3037047,50.2224131
food,26.2992775,50.2248801
food,26.2993112,50.2246562
food,26.3030633,50.2223183
food,26.3049334,50.2225432
food,26.3045146,50.2254045
food,26.1927181,50.1894081
food,26.1927992,50.1894387
food,26.1925807,50.1892948
food,26.1925508,50.1892757
food,26.1925294,50.1892574
food,26.1926209,50.1893335
food,26.1925056,50.1892472
food,26.192477,50.1892342
food,26.2550652,50.2208723
food,26.1863076,50.1853028
food,26.1904387,50.1892576
food,26.208163,50.1963959
supermarket,26.2090161,50.1957794
supermarket,26.1903413,50.1893813
supermarket,26.2055963,50.1964582
food,26.2028758,50.1957409
fitness,26.2047666,50.1962814
food,26.2005314,50.1947874
food,26.2006888,50.1943447
food,26.1854955,50.1860418
food,26.1850744,50.1857277
food,26.1849528,50.1856197
food,26.1913467,50.1899607
food,26.2314534,50.5954608
food,26.2080488,50.1963739
food,26.3026304,50.2272834
food,26.2230914,50.2154031
healthcare,26.2667044,50.2066519
food,26.3428058,50.1822825
food,26.3004522,50.1833384
food,26.2836749,50.2201407
food,26.2834483,50.2197572
food,26.2829062,50.219956
food,26.3351453,50.2258945
food,26.3247054,50.2278259
food,26.3231635,50.2286537
food,26.28221,50.2218788
food,26.2089478,50.1877521
food,26.1994181,50.2120866
food,26.3036305,50.1694797
food,26.2816604,50.2224602
food,26.2197597,50.604009
food,26.2197273,50.6044467
healthcare,26.1543126,50.5686026
supermarket,26.1815771,50.5832108
supermarket,26.2203595,50.5413424
food,26.0501419,50.4986501
food,26.1650609,50.5417772
food,26.2196124,50.6043872
food,26.200712,50.4978653
food,26.1651761,50.5415693
food,26.0499488,50.4986369
food,26.3322661,50.1616558
food,26.3322492,50.161193
food,26.3304104,50.1618237
food,26.331001,50.1622598
food,26.3311142,50.1622554
food,26.3305005,50.162659
food,26.3305874,50.1625676
food,26.3306891,50.1624541
healthcare,26.3380016,50.1654751
supermarket,26.344002,50.1627917
food,26.2355215,50.5544721
food,26.2424933,50.5529233
food,26.2379874,50.535369
food,26.233502,50.5746554
food,26.2317506,50.5765432
food,26.2904621,50.1889746
food,26.3200245,50.2169472
fitness,26.2907629,50.2059959
food,26.2237194,50.6091061
food,26.1313086,50.5642545
food,26.1673655,50.5423808
food,26.2165676,50.19282
food,26.2357072,50.5545081
food,26.2679193,50.6021457
healthcare,26.2147643,50.5626468
food,26.1864673,50.3169099
food,26.1455826,50.5852632
food,26.3454894,50.1961035
food,26.2238335,50.6090738
food,26.319456,50.2218999
food,26.3121972,50.2224721
food,26.2684069,50.6283499
food,26.265531,50.6336093
fitness,26.2151214,50.4602337
food,26.2497247,50.6542268
food,26.2053418,50.5540235
food,26.2475332,50.6067452
food,26.2138286,50.5930463
food,26.24712,50.5792065
supermarket,26.2545774,50.6438345
healthcare,26.2551138,50.6444983
supermarket,26.2282684,50.5702836
food,26.299675,50.2236694
supermarket,26.2943131,50.1956015
food,26.2941091,50.1959945
food,26.2947257,50.1968108
healthcare,26.2946998,50.1967031
food,26.3391097,50.1528293
food,26.2460897,50.5773456
food,26.2339997,50.5543458
food,26.2379809,50.573399
food,26.2214489,50.502425
food,26.2108509,50.5719381
food,26.1032342,50.4968639
food,26.1632317,50.4728436
food,26.1600206,50.4697573
food,26.1623914,50.52311
food,26.2137737,50.4792896
food,26.2306645,50.5739883
food,26.2367926,50.5793539
food,26.2353175,50.5224093
food,26.2328797,50.5765632
food,26.2836958,50.1971011
food,26.2834741,50.1979131
food,26.2203762,50.5894302
supermarket,26.3603616,50.1906192
healthcare,26.2822136,50.1969102
food,26.2983672,50.210108
food,26.2987682,50.2101512
food,26.297934,50.2100262
food,26.292037,50.2200647
food,26.288334,50.2161377
supermarket,26.2823139,50.213724
supermarket,26.2821733,50.2130512
food,26.2819376,50.2157689
supermarket,26.2901132,50.2148176
food,26.2898679,50.1933011
food,26.2897449,50.1937753
food,26.2899704,50.1935513
food,26.2720456,50.2205957
food,26.2903869,50.1944949
food,26.2331992,50.575949
food,26.2288343,50.5726366
food,26.2911852,50.2023319
food,26.2291346,50.5754866
food,26.2499121,50.5782111
food,26.296971,50.215986
food,26.2964948,50.1918741
school_all,26.2990579,50.1522906
school_all,26.2990853,50.1531811
school_all,26.2997508,50.1520044
school_all,26.3000032,50.1525587
school_all,26.3003779,50.1536644
food,26.3287063,50.1819723
food,26.3173424,50.2035622
food,26.2898295,50.1811507
food,26.2090804,50.1959002
food,26.2144297,50.5932297
food,26.2142776,50.5929226
food,26.2139333,50.5933538
supermarket,26.241467,50.5792153
food,26.2474336,50.5860469
supermarket,26.2109271,50.6101326
food,26.3285375,50.1819822
food,26.3173105,50.2039522
healthcare,26.3257627,50.1525865
supermarket,26.328043,50.2120075
food,26.3640148,50.2014617
food,26.2677607,50.2129101
food,26.2143832,50.5399738
food,26.2272896,50.593782
food,26.286492,50.2116773
