iter	Passed	Remaining
1664	35966	28838
1665	35991	28819
1666	36018	28802
1667	36038	28778
1668	36058	28755
1669	36077	28732
1670	36095	28707
1671	36113	28683
1672	36131	28659
1673	36151	28635
1674	36170	28612
1675	36188	28588
1676	36207	28564
1677	36226	28540
1678	36245	28517
1679	36264	28493
1680	36286	28471
1681	36306	28449
1682	36326	28426
1683	36347	28404
1684	36367	28381
1685	36387	28358
1686	36406	28335
1687	36428	28314
1688	36447	28290
1689	36466	28267
1690	36486	28244
1691	36509	28223
1692	36533	28204
1693	36556	28183
1694	36577	28161
1695	36600	28140
1696	36628	28124
1697	36655	28106
1698	36678	28086
1699	36702	28066
1700	36723	28044
1701	36754	28030
1702	36780	28012
1703	36802	27990
1704	36824	27969
1705	36845	27947
1706	36868	27926
1707	36890	27905
1708	36915	27886
1709	36938	27865
1710	36962	27845
1711	36983	27824
1712	37004	27801
1713	37025	27780
1714	37048	27759
1715	37075	27741
1716	37101	27723
1717	37121	27700
1718	37141	27677
1719	37161	27655
1720	37180	27631
1721	37202	27609
1722	37226	27590
1723	37245	27566
1724	37263	27542
1725	37280	27517
1726	37304	27497
1727	37322	27473
1728	37339	27448
1729	37357	27423
1730	37378	27402
1731	37404	27384
1732	37429	27364
1733	37451	27343
1734	37472	27321
1735	37493	27299
1736	37513	27276
1737	37536	27256
1738	37559	27235
1739	37577	27210
1740	37595	27187
1741	37613	27163
1742	37630	27138
1743	37650	27115
1744	37673	27094
1745	37693	27071
1746	37710	27046
1747	37734	27027
1748	37755	27005
1749	37775	26982
1750	37799	26962
1751	37818	26939
1752	37836	26915
1753	37853	26890
1754	37871	26865
1755	37888	26841
1756	37906	26817
1757	37924	26793
1758	37942	26769
1759	37961	26745
1760	37978	26720
1761	37995	26695
1762	38014	26672
1763	38032	26648
1764	38050	26624
1765	38071	26602
1766	38093	26581
1767	38113	26558
1768	38131	26534
1769	38152	26512
1770	38169	26488
1771	38189	26465
1772	38213	26445
1773	38231	26421
1774	38248	26396
1775	38266	26372
1776	38285	26349
1777	38302	26324
1778	38319	26300
1779	38338	26277
1780	38358	26254
1781	38376	26230
1782	38394	26206
1783	38415	26184
1784	38435	26161
1785	38452	26137
1786	38471	26114
1787	38493	26092
1788	38515	26071
1789	38533	26047
1790	38553	26025
1791	38576	26004
1792	38595	25981
1793	38618	25961
1794	38640	25939
1795	38659	25916
1796	38678	25892
1797	38696	25869
1798	38715	25845
1799	38733	25822
1800	38753	25799
1801	38776	25778
1802	38794	25755
1803	38814	25732
1804	38832	25709
1805	38854	25688
1806	38873	25664
1807	38895	25643
1808	38913	25619
1809	38930	25594
1810	38949	25571
1811	38972	25551
1812	38993	25529
1813	39012	25506
1814	39036	25486
1815	39057	25465
1816	39076	25441
1817	39098	25420
1818	39119	25398
1819	39139	25376
1820	39159	25353
1821	39185	25335
1822	39206	25313
1823	39229	25292
1824	39250	25271
1825	39272	25249
1826	39294	25228
1827	39315	25206
1828	39339	25186
1829	39359	25164
1830	39386	25146
1831	39412	25127
1832	39438	25108
1833	39457	25086
1834	39476	25062
1835	39501	25043
1836	39525	25023
1837	39551	25004
1838	39570	24981
1839	39587	24957
1840	39606	24934
1841	39630	24914
1842	39655	24894
1843	39675	24872
1844	39696	24850
1845	39713	24826
1846	39731	24802
1847	39748	24778
1848	39765	24754
1849	39783	24730
1850	39800	24705
1851	39818	24682
1852	39839	24660
1853	39859	24638
1854	39879	24615
1855	39898	24592
1856	39918	24569
1857	39942	24550
1858	39965	24529
1859	39983	24505
1860	40000	24481
1861	40017	24457
1862	40036	24434
1863	40061	24415
1864	40083	24394
1865	40102	24371
1866	40121	24347
1867	40139	24324
1868	40156	24300
1869	40173	24275
1870	40190	24252
1871	40209	24228
1872	40227	24205
1873	40246	24182
1874	40265	24159
1875	40282	24134
1876	40300	24111
1877	40318	24087
1878	40337	24064
1879	40356	24042
1880	40375	24019
1881	40394	23996
1882	40415	23974
1883	40434	23951
1884	40452	23928
1885	40469	23904
1886	40489	23881
1887	40510	23860
1888	40531	23838
1889	40552	23816
1890	40574	23795
1891	40593	23772
1892	40613	23750
1893	40640	23731
1894	40667	23714
1895	40694	23695
1896	40715	23674
1897	40738	23653
1898	40758	23631
1899	40777	23608
1900	40795	23584
1901	40812	23560
1902	40835	23539
1903	40856	23518
1904	40874	23494
1905	40893	23471
1906	40911	23448
1907	40935	23428
1908	40957	23407
1909	40982	23388
1910	41001	23365
1911	41028	23346
1912	41053	23327
1913	41073	23304
1914	41090	23281
1915	41108	23257
1916	41129	23235
1917	41149	23213
1918	41167	23190
1919	41183	23165
1920	41200	23142
1921	41218	23118
1922	41237	23095
1923	41257	23073
1924	41274	23049
1925	41293	23026
1926	41311	23003
1927	41329	22979
1928	41346	22956
1929	41364	22932
1930	41384	22910
1931	41407	22889
1932	41427	22867
1933	41452	22848
1934	41476	22827
1935	41493	22804
1936	41512	22781
1937	41532	22759
1938	41550	22736
1939	41567	22712
1940	41585	22688
1941	41602	22665
1942	41620	22641
1943	41639	22618
1944	41663	22599
1945	41686	22578
1946	41706	22556
1947	41730	22536
1948	41748	22513
1949	41766	22489
1950	41787	22468
1951	41807	22445
1952	41825	22422
1953	41844	22399
1954	41866	22379
1955	41891	22359
1956	41916	22339
1957	41935	22317
1958	41953	22293
1959	41970	22270
1960	41991	22248
1961	42010	22225
1962	42028	22202
1963	42054	22183
1964	42083	22166
1965	42110	22147
1966	42132	22126
1967	42148	22102
1968	42166	22078
1969	42189	22058
1970	42212	22038
1971	42232	22015
1972	42254	21994
1973	42280	21975
1974	42298	21952
1975	42315	21928
1976	42335	21906
1977	42353	21883
1978	42370	21859
1979	42388	21836
1980	42406	21813
1981	42425	21790
1982	42442	21767
1983	42460	21743
1984	42479	21721
1985	42497	21698
1986	42515	21674
1987	42532	21651
1988	42550	21628
1989	42569	21605
1990	42587	21582
1991	42606	21559
1992	42624	21536
1993	42642	21513
1994	42661	21491
1995	42681	21468
1996	42697	21444
1997	42715	21421
1998	42733	21398
1999	42751	21375
2000	42772	21354
2001	42789	21330
2002	42807	21307
2003	42825	21284
2004	42846	21262
2005	42864	21239
2006	42882	21216
2007	42903	21195
2008	42923	21173
2009	42941	21150
2010	42961	21128
2011	42980	21105
2012	42999	21083
2013	43017	21060
2014	43036	21037
2015	43055	21015
2016	43074	20992
2017	43092	20969
2018	43110	20946
2019	43130	20924
2020	43148	20901
2021	43167	20879
2022	43186	20856
2023	43204	20834
2024	43223	20811
2025	43243	20789
2026	43262	20766
2027	43280	20744
2028	43299	20721
2029	43317	20698
2030	43336	20675
2031	43354	20653
2032	43373	20630
2033	43392	20608
2034	43411	20585
2035	43429	20563
2036	43448	20540
2037	43466	20517
2038	43484	20494
2039	43504	20472
2040	43523	20450
2041	43541	20427
2042	43560	20404
2043	43577	20381
2044	43597	20359
2045	43617	20337
2046	43636	20315
2047	43655	20293
2048	43674	20270
2049	43694	20248
2050	43713	20226
2051	43732	20203
2052	43751	20181
2053	43771	20159
2054	43791	20137
2055	43810	20115
2056	43829	20092
2057	43848	20070
2058	43866	20047
2059	43884	20025
2060	43905	20003
2061	43924	19981
2062	43944	19959
2063	43964	19937
2064	43983	19915
2065	44004	19893
2066	44021	19870
2067	44040	19848
2068	44060	19826
2069	44078	19803
2070	44098	19781
2071	44118	19759
2072	44138	19737
2073	44158	19715
2074	44177	19693
2075	44197	19671
2076	44218	19650
2077	44238	19628
2078	44263	19608
2079	44287	19588
2080	44308	19567
2081	44327	19544
2082	44348	19523
2083	44365	19500
2084	44385	19478
2085	44406	19457
2086	44434	19438
2087	44460	19419
2088	44486	19400
2089	44513	19381
2090	44543	19363
2091	44568	19344
2092	44594	19325
2093	44617	19304
2094	44642	19284
2095	44664	19263
2096	44687	19243
2097	44706	19220
2098	44731	19201
2099	44758	19182
2100	44788	19164
2101	44812	19144
2102	44835	19123
2103	44858	19103
2104	44883	19083
2105	44906	19062
2106	44930	19042
2107	44951	19021
2108	44973	19000
2109	44992	18977
2110	45014	18956
2111	45035	18935
2112	45061	18916
2113	45090	18897
2114	45116	18878
2115	45142	18859
2116	45168	18839
2117	45191	18818
2118	45208	18795
2119	45225	18772
2120	45248	18752
2121	45274	18732
2122	45305	18715
2123	45328	18694
2124	45351	18674
2125	45380	18655
2126	45402	18634
2127	45422	18612
2128	45445	18592
2129	45468	18571
2130	45486	18549
2131	45513	18529
2132	45539	18510
2133	45560	18488
2134	45586	18469
2135	45608	18448
2136	45631	18427
2137	45656	18407
2138	45679	18387
2139	45706	18367
2140	45732	18348
2141	45758	18328
2142	45780	18307
2143	45798	18285
2144	45822	18265
2145	45844	18243
2146	45861	18220
2147	45877	18197
2148	45895	18174
2149	45910	18150
2150	45926	18127
2151	45943	18104
2152	45959	18080
2153	45978	18058
2154	45993	18034
2155	46010	18011
2156	46029	17989
2157	46048	17966
2158	46068	17945
2159	46090	17924
2160	46116	17904
2161	46134	17882
2162	46154	17860
2163	46172	17837
2164	46191	17815
2165	46206	17791
2166	46229	17770
2167	46254	17750
2168	46276	17729
2169	46302	17710
2170	46330	17691
2171	46356	17671
2172	46384	17653
2173	46406	17632
2174	46424	17609
2175	46441	17586
2176	46457	17562
2177	46474	17539
2178	46490	17516
2179	46508	17493
2180	46525	17470
2181	46577	17461
2182	46598	17439
2183	46642	17426
2184	46681	17411
2185	46717	17396
2186	46752	17379
2187	46787	17363
2188	46819	17345
2189	46855	17330
2190	46889	17313
2191	46926	17297
2192	46959	17280
2193	46994	17264
2194	47023	17245
2195	47054	17227
2196	47090	17211
2197	47123	17194
2198	47158	17177
2199	47196	17162
2200	47228	17144
2201	47262	17127
2202	47294	17110
2203	47318	17089
2204	47344	17069
2205	47369	17049
2206	47398	17030
2207	47424	17010
2208	47452	16991
2209	47477	16971
2210	47509	16953
2211	47544	16937
2212	47578	16920
2213	47607	16901
2214	47633	16881
2215	47661	16862
2216	47699	16846
2217	47728	16827
2218	47758	16809
2219	47789	16790
2220	47820	16772
2221	47847	16753
2222	47872	16732
2223	47898	16712
2224	47925	16693
2225	47951	16673
2226	47976	16652
2227	48008	16634
2228	48041	16617
2229	48073	16599
2230	48108	16582
2231	48141	16564
2232	48172	16546
2233	48203	16528
2234	48236	16510
2235	48272	16493
2236	48310	16477
2237	48343	16459
2238	48370	16440
2239	48405	16423
2240	48438	16405
2241	48469	16387
2242	48498	16368
2243	48528	16349
2244	48554	16329
2245	48584	16310
2246	48612	16290
2247	48642	16271
2248	48666	16251
2249	48694	16231
2250	48721	16211
2251	48748	16191
2252	48778	16172
2253	48839	16164
2254	48878	16148
2255	48910	16129
2256	48940	16111
2257	48975	16093
2258	49009	16076
2259	49038	16056
2260	49068	16037
2261	49094	16017
2262	49122	15998
2263	49151	15978
2264	49181	15959
2265	49212	15940
2266	49239	15920
2267	49267	15901
2268	49296	15881
2269	49325	15862
2270	49353	15842
2271	49381	15823
2272	49409	15803
2273	49437	15783
2274	49462	15762
2275	49489	15742
2276	49517	15722
2277	49545	15703
2278	49579	15685
2279	49610	15666
2280	49640	15647
2281	49673	15629
2282	49703	15610
2283	49736	15591
2284	49773	15574
2285	49810	15557
2286	49845	15539
2287	49894	15526
2288	49931	15509
2289	49959	15489
2290	49988	15470
2291	50015	15449
2292	50041	15429
2293	50069	15409
2294	50094	15388
2295	50119	15367
2296	50145	15347
2297	50172	15326
2298	50199	15306
2299	50231	15287
2300	50257	15267
2301	50283	15246
2302	50314	15227
2303	50343	15207
2304	50374	15188
2305	50412	15171
2306	50446	15153
2307	50479	15134
2308	50512	15116
2309	50539	15096
2310	50566	15075
2311	50596	15056
2312	50630	15038
2313	50665	15020
2314	50698	15001
2315	50728	14981
2316	50756	14961
2317	50786	14942
2318	50814	14922
2319	50839	14901
2320	50866	14880
2321	50893	14860
2322	50924	14841
2323	50959	14823
2324	50989	14803
2325	51020	14784
2326	51046	14763
2327	51073	14742
2328	51102	14722
2329	51128	14702
2330	51154	14681
2331	51180	14660
2332	51206	14639
2333	51229	14618
2334	51254	14597
2335	51284	14577
2336	51319	14559
2337	51356	14541
2338	51394	14523
2339	51426	14505
2340	51459	14486
2341	51495	14468
2342	51534	14450
2343	51568	14432
2344	51602	14413
2345	51636	14394
2346	51668	14375
2347	51703	14357
2348	51738	14338
2349	51771	14319
2350	51802	14300
2351	51832	14280
2352	51862	14260
2353	51887	14239
2354	51914	14218
2355	51943	14198
2356	51967	14176
2357	51993	14156
2358	52024	14136
2359	52059	14117
2360	52091	14098
2361	52124	14079
2362	52156	14059
2363	52188	14040
2364	52219	14021
2365	52251	14001
2366	52279	13980
2367	52306	13960
2368	52331	13938
2369	52359	13918
2370	52387	13897
2371	52414	13877
2372	52439	13855
2373	52461	13833
2374	52493	13814
2375	52527	13795
2376	52560	13775
2377	52591	13755
2378	52623	13736
2379	52655	13717
2380	52685	13696
2381	52713	13676
2382	52741	13655
2383	52766	13634
2384	52794	13613
2385	52830	13594
2386	52863	13575
2387	52898	13556
2388	52928	13536
2389	52963	13517
2390	53001	13499
2391	53039	13481
2392	53076	13463
2393	53107	13443
2394	53138	13423
2395	53166	13402
2396	53191	13381
2397	53219	13360
2398	53246	13339
2399	53276	13319
2400	53303	13298
2401	53329	13276
2402	53354	13255
2403	53381	13234
2404	53407	13213
2405	53435	13192
2406	53461	13170
2407	53491	13150
2408	53520	13130
2409	53546	13108
2410	53575	13088
2411	53603	13067
2412	53630	13046
2413	53657	13025
2414	53682	13003
2415	53708	12982
2416	53736	12961
2417	53762	12940
2418	53788	12919
2419	53813	12897
2420	53839	12876
2421	53863	12854
2422	53887	12832
2423	53913	12811
2424	53938	12789
2425	53964	12768
2426	53992	12747
2427	54019	12726
2428	54044	12704
2429	54072	12683
2430	54101	12663
2431	54139	12644
2432	54171	12624
2433	54202	12604
2434	54231	12583
2435	54261	12563
2436	54287	12541
2437	54312	12519
2438	54340	12498
2439	54365	12477
2440	54388	12455
2441	54416	12434
2442	54444	12413
2443	54473	12392
2444	54500	12371
2445	54525	12349
2446	54550	12327
2447	54577	12306
2448	54604	12285
2449	54636	12265
2450	54668	12245
2451	54697	12224
2452	54726	12203
2453	54754	12182
2454	54780	12161
2455	54806	12139
2456	54832	12118
2457	54861	12097
2458	54886	12075
2459	54917	12055
2460	54955	12036
2461	54991	12016
2462	55028	11997
2463	55062	11977
2464	55095	11957
2465	55127	11937
2466	55158	11917
2467	55187	11896
2468	55222	11876
2469	55252	11855
2470	55281	11834
2471	55307	11813
2472	55335	11792
2473	55365	11771
2474	55393	11750
2475	55419	11728
2476	55446	11707
2477	55476	11686
2478	55503	11664
2479	55530	11643
2480	55559	11622
2481	55586	11601
2482	55613	11579
2483	55640	11558
2484	55663	11535
2485	55689	11514
2486	55714	11492
2487	55739	11470
2488	55765	11448
2489	55791	11427
2490	55824	11406
2491	55856	11386
2492	55887	11365
2493	55918	11345
2494	55943	11323
2495	55967	11301
2496	55994	11279
2497	56019	11257
2498	56046	11236
2499	56073	11214
2500	56099	11193
2501	56126	11171
2502	56155	11150
2503	56188	11129
2504	56221	11109
2505	56250	11088
2506	56282	11067
2507	56310	11046
2508	56338	11025
2509	56364	11003
2510	56393	10982
2511	56419	10960
2512	56446	10938
2513	56475	10917
2514	56509	10897
2515	56546	10877
2516	56578	10857
2517	56613	10837
2518	56652	10817
2519	56682	10796
2520	56718	10776
2521	56752	10756
2522	56786	10736
2523	56818	10715
2524	56850	10694
2525	56879	10673
2526	56907	10651
2527	56933	10629
2528	56971	10610
2529	57003	10589
2530	57033	10568
2531	57060	10546
2532	57087	10525
2533	57115	10503
2534	57142	10481
2535	57172	10460
2536	57199	10438
2537	57227	10417
2538	57253	10395
2539	57280	10373
2540	57305	10351
2541	57333	10329
2542	57369	10309
2543	57403	10289
2544	57438	10268
2545	57468	10247
2546	57502	10227
2547	57540	10207
2548	57574	10186
2549	57608	10166
2550	57640	10145
2551	57675	10124
2552	57709	10104
2553	57735	10082
2554	57762	10060
2555	57790	10038
2556	57819	10017
2557	57850	9996
2558	57876	9973
2559	57904	9952
2560	57928	9930
2561	57953	9907
2562	57978	9885
2563	58003	9863
2564	58037	9842
2565	58071	9821
2566	58101	9800
2567	58137	9780
2568	58169	9759
2569	58199	9737
2570	58226	9715
2571	58255	9694
2572	58285	9672
2573	58314	9651
2574	58342	9629
2575	58374	9608
2576	58405	9586
2577	58438	9565
2578	58471	9544
2579	58501	9523
2580	58531	9502
2581	58565	9481
2582	58594	9459
2583	58627	9438
2584	58659	9417
2585	58690	9395
2586	58720	9374
2587	58754	9353
2588	58785	9332
2589	58819	9311
2590	58851	9289
2591	58884	9268
2592	58915	9247
2593	58952	9226
2594	58987	9206
2595	59020	9184
2596	59054	9164
2597	59087	9142
2598	59120	9121
2599	59147	9099
2600	59171	9077
2601	59205	9055
2602	59237	9034
2603	59269	9013
2604	59299	8991
2605	59329	8970
2606	59364	8949
2607	59396	8927
2608	59430	8906
2609	59460	8884
2610	59491	8863
2611	59521	8841
2612	59549	8819
2613	59575	8797
2614	59601	8775
2615	59628	8752
2616	59654	8730
2617	59682	8708
2618	59710	8686
2619	59738	8664
2620	59767	8642
2621	59794	8620
2622	59822	8598
2623	59851	8576
2624	59879	8554
2625	59913	8532
2626	59945	8511
2627	59977	8489
2628	60005	8467
2629	60031	8445
2630	60056	8423
2631	60083	8400
2632	60109	8378
2633	60134	8355
2634	60161	8333
2635	60187	8311
2636	60211	8288
2637	60235	8265
2638	60261	8243
2639	60287	8220
2640	60312	8198
2641	60336	8175
2642	60361	8153
2643	60387	8130
2644	60413	8108
2645	60444	8086
2646	60474	8064
2647	60511	8043
2648	60550	8023
2649	60581	8001
2650	60612	7979
2651	60644	7957
2652	60670	7935
2653	60696	7912
2654	60725	7890
2655	60755	7868
2656	60786	7847
2657	60817	7825
2658	60844	7802
2659	60874	7780
2660	60900	7758
2661	60926	7735
2662	60958	7714
2663	60995	7693
2664	61029	7671
2665	61065	7650
2666	61099	7628
2667	61132	7607
2668	61162	7585
2669	61196	7563
2670	61233	7542
2671	61264	7520
2672	61298	7498
2673	61335	7477
2674	61372	7456
2675	61410	7435
2676	61448	7414
2677	61478	7392
2678	61513	7370
2679	61554	7349
2680	61593	7328
2681	61634	7307
2682	61672	7286
2683	61718	7266
2684	61763	7246
2685	61813	7226
2686	61863	7206
2687	61912	7186
2688	61956	7165
2689	62003	7145
2690	62043	7124
2691	62080	7102
2692	62116	7081
2693	62151	7059
2694	62185	7037
2695	62218	7015
2696	62253	6993
2697	62285	6971
2698	62317	6949
2699	62350	6927
2700	62383	6905
2701	62418	6884
2702	62451	6862
2703	62483	6839
2704	62513	6817
2705	62546	6795
2706	62579	6773
2707	62614	6751
2708	62648	6729
2709	62679	6707
2710	62709	6685
2711	62742	6662
2712	62784	6641
2713	62822	6620
2714	62860	6598
2715	62901	6577
2716	62938	6555
2717	62969	6533
2718	63001	6511
2719	63029	6488
2720	63059	6465
2721	63091	6443
2722	63120	6421
2723	63150	6398
2724	63177	6375
2725	63205	6353
2726	63232	6330
2727	63260	6307
2728	63288	6284
2729	63317	6262
2730	63342	6239
2731	63367	6216
2732	63391	6193
2733	63416	6170
2734	63440	6146
2735	63467	6124
2736	63494	6101
2737	63526	6078
2738	63556	6056
2739	63587	6033
2740	63615	6011
2741	63641	5988
2742	63667	5965
2743	63692	5942
2744	63721	5919
2745	63753	5897
2746	63783	5874
2747	63813	5851
2748	63843	5829
2749	63870	5806
2750	63897	5783
2751	63928	5760
2752	63958	5738
2753	63983	5715
2754	64009	5692
2755	64035	5669
2756	64058	5646
2757	64084	5623
2758	64112	5600
2759	64138	5577
2760	64163	5554
2761	64189	5531
2762	64216	5508
2763	64244	5485
2764	64270	5462
2765	64295	5439
2766	64322	5416
2767	64350	5393
2768	64377	5370
2769	64404	5347
2770	64429	5324
2771	64454	5301
2772	64480	5278
2773	64505	5255
2774	64531	5232
2775	64557	5209
2776	64583	5186
2777	64609	5163
2778	64638	5140
2779	64675	5118
2780	64714	5096
2781	64750	5073
2782	64783	5051
2783	64818	5029
2784	64849	5006
2785	64881	4983
2786	64909	4960
2787	64939	4938
2788	64971	4915
2789	65003	4892
2790	65040	4870
2791	65069	4847
2792	65101	4824
2793	65135	4802
2794	65166	4779
2795	65199	4757
2796	65231	4734
2797	65259	4711
2798	65290	4688
2799	65316	4665
2800	65343	4642
2801	65369	4619
2802	65394	4596
2803	65425	4573
2804	65461	4550
2805	65494	4528
2806	65531	4505
2807	65568	4483
2808	65606	4460
2809	65642	4438
2810	65676	4415
2811	65708	4393
2812	65745	4370
2813	65779	4347
2814	65812	4325
2815	65846	4302
2816	65878	4279
2817	65906	4256
2818	65933	4233
2819	65964	4210
2820	65989	4187
2821	66019	4164
2822	66053	4141
2823	66085	4118
2824	66116	4095
2825	66151	4073
2826	66184	4050
2827	66218	4027
2828	66251	4004
2829	66279	3981
2830	66305	3958
2831	66330	3934
2832	66356	3911
2833	66384	3888
2834	66411	3865
2835	66436	3841
2836	66462	3818
2837	66488	3795
2838	66516	3772
2839	66546	3749
2840	66575	3725
2841	66601	3702
2842	66628	3679
2843	66656	3656
2844	66682	3632
2845	66706	3609
2846	66732	3586
2847	66755	3562
2848	66781	3539
2849	66808	3516
2850	66835	3493
2851	66867	3469
2852	66899	3446
2853	66934	3424
2854	66966	3401
2855	66994	3377
2856	67021	3354
2857	67047	3331
2858	67074	3307
2859	67100	3284
2860	67125	3261
2861	67149	3237
2862	67176	3214
2863	67204	3191
2864	67232	3168
2865	67260	3144
2866	67288	3121
2867	67314	3098
2868	67341	3074
2869	67368	3051
2870	67396	3028
2871	67424	3004
2872	67452	2981
2873	67476	2958
2874	67500	2934
2875	67525	2911
2876	67550	2887
2877	67579	2864
2878	67612	2841
2879	67647	2818
2880	67678	2795
2881	67710	2772
2882	67740	2749
2883	67769	2725
2884	67798	2702
2885	67823	2679
2886	67848	2655
2887	67873	2632
2888	67898	2608
2889	67922	2585
2890	67948	2561
2891	67976	2538
2892	68001	2515
2893	68025	2491
2894	68052	2468
2895	68080	2444
2896	68110	2421
2897	68135	2398
2898	68161	2374
2899	68188	2351
2900	68217	2327
2901	68245	2304
2902	68271	2281
2903	68297	2257
2904	68324	2234
2905	68351	2210
2906	68380	2187
2907	68407	2164
2908	68435	2140
2909	68460	2117
2910	68484	2093
2911	68511	2070
2912	68538	2046
2913	68564	2023
2914	68596	2000
2915	68629	1976
2916	68660	1953
2917	68688	1930
2918	68717	1906
2919	68749	1883
2920	68777	1860
2921	68809	1836
2922	68848	1813
2923	68888	1790
2924	68934	1767
2925	68965	1744
2926	69002	1720
2927	69040	1697
2928	69073	1674
2929	69104	1650
2930	69133	1627
2931	69160	1603
2932	69185	1580
2933	69212	1556
2934	69239	1533
2935	69266	1509
2936	69294	1486
2937	69328	1463
2938	69359	1439
2939	69399	1416
2940	69436	1392
2941	69473	1369
2942	69510	1346
2943	69544	1322
2944	69582	1299
2945	69616	1276
2946	69651	1252
2947	69684	1229
2948	69716	1205
2949	69747	1182
2950	69779	1158
2951	69807	1135
2952	69837	1111
2953	69873	1088
2954	69907	1064
2955	69941	1041
2956	69974	1017
2957	70008	994
2958	70042	970
2959	70071	946
2960	70105	923
2961	70138	899
2962	70168	876
2963	70199	852
2964	70231	829
2965	70269	805
2966	70306	781
2967	70340	758
2968	70377	734
2969	70408	711
2970	70435	687
2971	70463	663
2972	70493	640
2973	70523	616
2974	70556	592
2975	70616	569
2976	70663	545
2977	70702	522
2978	70743	498
2979	70779	475
2980	70811	451
2981	70844	427
2982	70872	403
2983	70898	380
2984	70926	356
2985	70952	332
2986	70987	308
2987	71019	285
2988	71055	261
2989	71089	237
2990	71121	214
2991	71156	190
2992	71194	166
2993	71230	142
2994	71263	118
2995	71293	95
2996	71324	71
2997	71354	47
2998	71377	23
2999	71405	0
