iter	MAE
1507	0.07406790414
1508	0.07405453717
1509	0.07403544768
1510	0.07402707201
1511	0.07399589199
1512	0.07397366825
1513	0.07395157812
1514	0.07393253448
1515	0.07392134376
1516	0.0739122128
1517	0.07387344354
1518	0.07386907512
1519	0.07383530852
1520	0.07383174949
1521	0.07382411679
1522	0.07381309318
1523	0.07380915363
1524	0.07380042979
1525	0.07378138849
1526	0.0737691035
1527	0.0737431526
1528	0.07371990539
1529	0.07369842209
1530	0.07368625112
1531	0.07367104802
1532	0.07364878578
1533	0.0736421297
1534	0.07361513867
1535	0.07359044471
1536	0.07357308905
1537	0.07355915768
1538	0.07353739631
1539	0.07352654713
1540	0.07350547444
1541	0.07347501035
1542	0.07347228499
1543	0.07344168888
1544	0.07343045558
1545	0.07342704355
1546	0.07342159626
1547	0.07340265779
1548	0.07338894205
1549	0.07336461532
1550	0.07335167171
1551	0.07332795776
1552	0.07331409468
1553	0.07330852215
1554	0.07329798429
1555	0.07329011843
1556	0.07327898024
1557	0.07326646047
1558	0.07325853121
1559	0.07324346918
1560	0.07323741212
1561	0.07322963822
1562	0.07320924645
1563	0.07320313098
1564	0.07319501962
1565	0.07318645166
1566	0.07316446081
1567	0.07314647862
1568	0.07313658292
1569	0.0731190532
1570	0.07310766862
1571	0.07310194974
1572	0.07309099705
1573	0.07308534391
1574	0.07307206349
1575	0.07304593322
1576	0.07304160294
1577	0.07301323675
1578	0.07299144819
1579	0.07295874613
1580	0.07294540471
1581	0.07293194047
1582	0.0729167545
1583	0.07289494718
1584	0.07286759965
1585	0.07284986493
1586	0.07283588964
1587	0.07281274836
1588	0.0727690995
1589	0.07272850171
1590	0.07270990475
1591	0.07269864853
1592	0.07267706713
1593	0.07265800911
1594	0.07262418056
1595	0.0726075887
1596	0.07259328325
1597	0.07258568806
1598	0.07256665901
1599	0.07256507854
1600	0.07254189181
1601	0.0725227546
1602	0.0725064909
1603	0.07250297998
1604	0.07247731905
1605	0.07246735288
1606	0.07245648241
1607	0.07243667694
1608	0.07242706017
1609	0.07241303948
1610	0.07238271351
1611	0.07236408759
1612	0.07235785717
1613	0.07234574665
1614	0.07233418456
1615	0.07232879665
1616	0.07231603934
1617	0.07230008187
1618	0.07228296345
1619	0.07226378006
1620	0.07223750788
1621	0.07221595965
1622	0.07221269529
1623	0.07220325154
1624	0.07219139803
1625	0.07217866494
1626	0.0721687159
1627	0.07212862239
1628	0.07211881672
1629	0.07211457233
1630	0.07210518364
1631	0.07209106679
1632	0.0720567565
1633	0.07203005444
1634	0.07201825197
1635	0.07200221577
1636	0.07199971014
1637	0.07198245303
1638	0.07195297093
1639	0.07193438699
1640	0.07191017197
1641	0.07188336975
1642	0.07185910164
1643	0.0718427045
1644	0.0718059638
1645	0.07180000455
1646	0.07176772162
1647	0.07175202509
1648	0.07172853567
1649	0.07171679974
1650	0.07169605368
1651	0.07168014178
1652	0.07166106385
1653	0.07165263605
1654	0.07164489792
1655	0.07162545602
1656	0.07159863209
1657	0.07156480982
1658	0.07154591118
1659	0.07152994947
1660	0.07151229354
1661	0.07149806888
1662	0.07147865668
1663	0.0714628862
1664	0.07145103442
1665	0.07144211761
1666	0.07141690468
1667	0.07139172337
1668	0.07137640076
1669	0.07134392309
1670	0.07132608559
1671	0.07131840264
1672	0.07130029514
1673	0.07127739661
1674	0.07125951789
1675	0.07123047799
1676	0.07122191607
1677	0.07121830705
1678	0.07120612306
1679	0.07118588935
1680	0.071163617
1681	0.07113435822
1682	0.07111798705
1683	0.07109958305
1684	0.07108873366
1685	0.07107397044
1686	0.07106149191
1687	0.07103694584
1688	0.07101547841
1689	0.0709985151
1690	0.0709835969
1691	0.07097806305
1692	0.07094790139
1693	0.07093518795
1694	0.07092480482
1695	0.07089807911
1696	0.0708863547
1697	0.07086468393
1698	0.07085507989
1699	0.07083496948
1700	0.07080654353
1701	0.07077587856
1702	0.07074318594
1703	0.07073453084
1704	0.07072098774
1705	0.07069086176
1706	0.07065326962
1707	0.07062653316
1708	0.07059928903
1709	0.07056784822
1710	0.07055980308
1711	0.07054385282
1712	0.07052063908
1713	0.07049895655
1714	0.07048199192
1715	0.07047812829
1716	0.07046926796
1717	0.07044034525
1718	0.07042018187
1719	0.0704016656
1720	0.07037151903
1721	0.07036186314
1722	0.07034455003
1723	0.07032117009
1724	0.07030922412
1725	0.070283823
1726	0.07026109129
1727	0.07023347008
1728	0.07021806051
1729	0.07021344835
1730	0.07020557457
1731	0.07017957862
1732	0.07014538705
1733	0.07013517438
1734	0.07012357357
1735	0.0701042044
1736	0.07009988045
1737	0.07007756633
1738	0.07005622947
1739	0.07002680109
1740	0.0700014454
1741	0.06998515893
1742	0.06994924123
1743	0.06992599877
1744	0.06991867928
1745	0.06990276298
1746	0.0698859937
1747	0.06985556605
1748	0.06983723611
1749	0.06982876366
1750	0.06981264267
1751	0.06979597371
1752	0.06976614899
1753	0.06974844428
1754	0.06972520386
1755	0.06971559483
1756	0.06971002035
1757	0.06968905569
1758	0.06967282467
1759	0.06965483807
1760	0.06964940942
1761	0.0696371782
1762	0.06959142415
1763	0.06957988498
1764	0.0695640805
1765	0.06954525867
1766	0.06952677146
1767	0.06951758348
1768	0.06950814356
1769	0.06948161402
1770	0.06947787866
1771	0.06947517772
1772	0.06945423407
1773	0.06944776784
1774	0.06941305063
1775	0.06940471949
1776	0.06939963756
1777	0.06938265084
1778	0.06937067412
1779	0.06936160082
1780	0.06933523662
1781	0.06932212069
1782	0.06929959967
1783	0.06928652567
1784	0.06925596459
1785	0.06925280468
1786	0.06924514395
1787	0.06923013112
1788	0.0692287003
1789	0.06919809904
1790	0.0691858065
1791	0.0691654476
1792	0.06915838358
1793	0.06914969975
1794	0.06912774908
1795	0.06910304626
1796	0.06907858148
1797	0.06905627636
1798	0.06903767658
1799	0.06902418568
1800	0.06901750247
1801	0.06900901226
1802	0.06898605664
1803	0.06896704014
1804	0.06895599184
1805	0.06893481073
1806	0.0689114094
1807	0.06889478191
1808	0.06888205577
1809	0.06886746606
1810	0.06885580644
1811	0.06884518383
1812	0.06883513409
1813	0.06881712067
1814	0.06879894247
1815	0.06878274285
1816	0.06877429535
1817	0.0687456336
1818	0.06870409852
1819	0.06869939387
1820	0.06869308213
1821	0.06867504022
1822	0.06865225315
1823	0.06863249448
1824	0.06860946824
1825	0.06858264082
1826	0.06856942994
1827	0.06853316349
1828	0.06850472323
1829	0.06848129557
1830	0.06847077441
1831	0.06845770729
1832	0.06845204614
1833	0.06844501132
1834	0.06843490328
1835	0.06841583687
1836	0.0683970931
1837	0.06838277598
1838	0.06836087495
1839	0.06834716173
1840	0.06833209056
1841	0.0683120741
1842	0.06828711373
1843	0.06826897843
1844	0.0682379866
1845	0.06821687435
1846	0.06819238082
1847	0.06816981805
1848	0.06815618764
1849	0.06813691804
1850	0.06813062571
1851	0.06810098631
1852	0.0680820163
1853	0.06807379074
1854	0.0680570391
1855	0.06803846357
1856	0.06802836446
1857	0.06799864258
1858	0.06798629549
1859	0.06797276584
1860	0.06796657906
1861	0.0679571034
1862	0.06793909091
1863	0.06791948691
1864	0.0679000813
1865	0.0678788398
1866	0.06787595125
1867	0.06785918823
1868	0.0678457323
1869	0.06782731046
1870	0.06781527916
1871	0.06778680833
1872	0.06776017036
1873	0.0677433757
1874	0.06772930968
1875	0.06772158092
1876	0.06771331634
1877	0.06769649763
1878	0.06768236386
1879	0.06766192644
1880	0.06764264501
1881	0.06762531616
1882	0.06761506474
1883	0.0676132425
1884	0.06760338674
1885	0.06758648217
1886	0.06757528012
1887	0.06755145191
1888	0.06752628072
1889	0.06751923534
1890	0.06751293637
1891	0.06748808949
1892	0.06747555613
1893	0.06745095056
1894	0.06744032259
1895	0.06742927308
1896	0.06741918877
1897	0.06740767282
1898	0.06738371429
1899	0.06737374517
1900	0.06734154554
1901	0.06732605317
1902	0.06730315652
1903	0.06727956704
1904	0.06727362061
1905	0.06726794933
1906	0.06724726925
1907	0.06723672364
1908	0.06723017588
1909	0.06721627492
1910	0.067209347
1911	0.0671920428
1912	0.06718726393
1913	0.06716964765
1914	0.06715099027
1915	0.06713095392
1916	0.06712070854
1917	0.06711640622
1918	0.06710329884
1919	0.0670904503
1920	0.06707031326
1921	0.0670611408
1922	0.06704198182
1923	0.06702988549
1924	0.06702662034
1925	0.06700742966
1926	0.06700507391
1927	0.06698640044
1928	0.06696627285
1929	0.06696100908
1930	0.0669415482
1931	0.06693572564
1932	0.06691859372
1933	0.06689775593
1934	0.06688629047
1935	0.0668721503
1936	0.06686459002
1937	0.06685108462
1938	0.066845512
1939	0.06683858582
1940	0.06682141706
1941	0.0668061636
1942	0.06679724547
1943	0.06677529667
1944	0.0667687123
1945	0.06673996574
1946	0.0667293724
1947	0.06671482935
1948	0.06669440902
1949	0.0666776224
1950	0.06667481876
1951	0.06666536534
1952	0.06665604428
1953	0.06664901065
1954	0.06663985961
1955	0.06661838176
1956	0.06661288331
1957	0.06659494984
1958	0.06658839022
1959	0.06657492793
1960	0.06656964802
1961	0.06655862584
1962	0.06654671887
1963	0.06652931889
1964	0.06651738994
1965	0.06650148594
1966	0.06648523137
1967	0.06646343697
1968	0.06644354032
1969	0.06641676436
1970	0.06640395356
1971	0.06638736523
1972	0.06636270567
1973	0.06635786776
1974	0.06634505975
1975	0.06633593846
1976	0.06632334422
1977	0.06631251112
1978	0.06629686285
1979	0.06627656042
1980	0.06626195186
1981	0.0662567741
1982	0.06622891304
1983	0.06621910857
1984	0.06620128761
1985	0.06616552555
1986	0.06615567525
1987	0.06613312855
1988	0.06611263148
1989	0.06609299186
1990	0.06607753245
1991	0.06606639919
1992	0.06605469144
1993	0.06604550552
1994	0.06603916699
1995	0.06601127712
1996	0.06600034266
1997	0.06599719254
1998	0.06598897521
1999	0.06596549811
2000	0.06595700367
2001	0.06593845475
2002	0.06591584587
2003	0.06589182045
2004	0.06587137218
2005	0.06586197137
2006	0.06583948472
2007	0.06583226987
2008	0.0658103299
2009	0.06578474322
2010	0.06576996765
2011	0.06576407451
2012	0.06575854392
2013	0.06575022703
2014	0.06573279551
2015	0.06571800088
2016	0.06570531689
2017	0.06569710647
2018	0.06567644477
2019	0.06566009355
2020	0.06563849836
2021	0.06562085216
2022	0.06559626255
2023	0.06558004439
2024	0.06557210375
2025	0.06555846002
2026	0.06554766301
2027	0.06554600684
2028	0.06552932202
2029	0.06551566793
2030	0.06549818698
2031	0.06549374741
2032	0.06548290175
2033	0.06546934075
2034	0.06546198945
2035	0.06544217867
2036	0.06543844633
2037	0.06542891822
2038	0.0654194692
2039	0.06541768638
2040	0.06540568363
2041	0.06539333406
2042	0.06539025871
2043	0.0653774497
2044	0.06536835273
2045	0.06535375088
2046	0.06534225499
2047	0.06533212605
2048	0.06531594836
2049	0.0652903364
2050	0.06527556204
2051	0.06524940378
2052	0.06523580732
2053	0.06522831932
2054	0.06522182615
2055	0.06521178779
2056	0.06520171714
2057	0.06519784654
2058	0.06519626881
2059	0.06518005344
2060	0.06517427686
2061	0.06515983985
2062	0.06515583755
2063	0.06515128921
2064	0.06513958116
2065	0.06513556314
2066	0.06512935967
2067	0.06512028798
2068	0.06510881502
2069	0.06509781632
2070	0.06509005601
2071	0.06505407879
2072	0.0650399544
2073	0.06502964699
2074	0.06501972775
2075	0.06501138313
2076	0.06500170346
2077	0.06497361529
2078	0.06496725057
2079	0.06495532159
2080	0.06493792862
2081	0.06491656007
2082	0.06490725982
2083	0.06489090609
2084	0.06488412278
2085	0.06487633613
2086	0.06486774919
2087	0.06486062243
2088	0.06482800429
2089	0.06482126136
2090	0.06480623607
2091	0.06479118468
2092	0.06478348198
2093	0.06477179519
2094	0.06476392259
2095	0.06475097259
2096	0.06473974489
2097	0.064730729
2098	0.06471771645
2099	0.06471011919
2100	0.06470587302
2101	0.06469318442
2102	0.06468466956
2103	0.06467102755
2104	0.06466289302
2105	0.06464006352
2106	0.06463504075
2107	0.06461892927
2108	0.06459612961
2109	0.06458453423
2110	0.06458133749
2111	0.06457001799
2112	0.06456042672
2113	0.06454610444
2114	0.06454056132
2115	0.06452479378
2116	0.0645087116
2117	0.06448442953
2118	0.06448070752
2119	0.06446005349
2120	0.0644402727
2121	0.06442678823
2122	0.06442086757
2123	0.06440013064
2124	0.06438490371
2125	0.06436338507
2126	0.06435139937
2127	0.06433999349
2128	0.06431446414
2129	0.06430818314
2130	0.06429858689
2131	0.06426955359
2132	0.06425390999
2133	0.06424789854
2134	0.06423477905
2135	0.06419233952
2136	0.06416479408
2137	0.0641457956
2138	0.0641353505
2139	0.06412171478
2140	0.06410566314
2141	0.06409967422
2142	0.06408115179
2143	0.06406041813
2144	0.0640450286
2145	0.06403843666
2146	0.0640111553
2147	0.06400440558
2148	0.06399450061
2149	0.06397414869
2150	0.06397201792
2151	0.06396841617
2152	0.06395791984
2153	0.06394777035
2154	0.06393867431
2155	0.06391689386
2156	0.06391074301
2157	0.06390835731
2158	0.06388152896
2159	0.06386445269
2160	0.06385062178
2161	0.06383304952
2162	0.06380835242
2163	0.06378366735
2164	0.06377588862
2165	0.06377498542
2166	0.06376148891
2167	0.06374287872
2168	0.06373042056
2169	0.06372285557
2170	0.06371547551
2171	0.06370518329
2172	0.06369918294
2173	0.0636935217
2174	0.06367546268
2175	0.06365577554
2176	0.06365163335
2177	0.06364411896
2178	0.06361920387
2179	0.06361237666
2180	0.06361002054
2181	0.06357605684
2182	0.0635552858
2183	0.06354814262
2184	0.0635082381
2185	0.0635019475
2186	0.06350129912
2187	0.06349432288
2188	0.06347935723
2189	0.06347547079
2190	0.06347047092
2191	0.06345655031
2192	0.0634512334
2193	0.06344407785
2194	0.06342453612
2195	0.06341045454
2196	0.06340485631
2197	0.06339187966
2198	0.06337759808
2199	0.06336891988
2200	0.06336544174
2201	0.06334374054
2202	0.06332505166
2203	0.06332023613
2204	0.06331705149
2205	0.06330538961
2206	0.06328681242
2207	0.06327406738
2208	0.06326633758
2209	0.06325734231
2210	0.06323822107
2211	0.06323288561
2212	0.06321427354
2213	0.06320755
2214	0.06320529182
2215	0.06318431223
2216	0.0631651118
2217	0.06314948614
2218	0.06314316058
2219	0.06313340789
2220	0.06312574847
2221	0.06311502211
2222	0.06311132256
2223	0.06309839777
2224	0.06309171726
2225	0.06308297265
2226	0.06307382089
2227	0.06306259658
2228	0.06305601222
2229	0.06305020422
2230	0.06302731885
2231	0.06300697192
2232	0.06299224288
2233	0.06296789694
2234	0.06296472413
2235	0.06295239014
2236	0.06294359171
2237	0.06292366312
2238	0.06290464412
2239	0.06289991064
2240	0.0628814571
2241	0.06288072498
2242	0.06286057351
2243	0.06284816153
2244	0.06283341534
2245	0.06282163018
2246	0.0628009301
2247	0.06279734862
2248	0.06279255862
2249	0.06277304734
2250	0.06276374397
2251	0.06273914584
2252	0.06271648409
2253	0.06271283445
2254	0.06270236911
2255	0.06269111913
2256	0.0626754259
2257	0.06266722449
2258	0.06265948258
2259	0.06264552761
2260	0.0626269722
2261	0.06262102037
2262	0.06260160652
2263	0.0625942963
2264	0.06257863511
2265	0.06256867785
2266	0.06255261191
2267	0.06254134683
2268	0.06253254067
2269	0.06252828949
2270	0.06251539565
2271	0.06251192405
2272	0.06250813256
2273	0.06249384641
2274	0.06248145505
2275	0.06246796768
2276	0.06246088171
2277	0.06244869594
2278	0.06244116324
2279	0.06242054947
2280	0.06240032762
2281	0.06238016118
2282	0.06237776916
2283	0.06237212617
2284	0.06236693507
2285	0.06236117966
2286	0.06234329407
2287	0.06233033073
2288	0.06232636808
2289	0.06230944952
2290	0.06229408029
2291	0.06228736079
2292	0.06228071094
2293	0.06227284964
2294	0.06225376641
2295	0.06222768424
2296	0.06221640521
2297	0.06220729868
2298	0.0621991871
2299	0.06219177816
2300	0.06217674485
2301	0.06215763362
2302	0.06215414005
2303	0.06214562728
2304	0.06213831411
2305	0.06213381749
2306	0.06212435769
2307	0.06211108697
2308	0.06209994304
2309	0.06208866002
2310	0.06208514917
2311	0.06207494323
2312	0.06206307042
2313	0.06205696168
2314	0.06203829116
2315	0.06202036339
2316	0.06200698929
2317	0.06198427908
2318	0.06198080155
2319	0.06196882708
2320	0.06193717956
2321	0.06192334018
2322	0.06190596934
2323	0.0618994332
2324	0.06188726957
2325	0.0618837322
2326	0.06187393308
2327	0.06187082746
2328	0.06186157768
2329	0.06186071082
2330	0.06185880277
2331	0.0618502752
2332	0.06182317508
2333	0.06181139797
2334	0.06180253986
2335	0.0617970445
2336	0.06178123182
2337	0.06176960134
2338	0.06175134856
2339	0.06172638139
2340	0.0617167854
2341	0.06171343905
2342	0.0617084314
2343	0.06169061677
2344	0.06166836904
2345	0.06166308682
2346	0.06165563421
2347	0.06164964862
2348	0.06162856815
2349	0.06162522624
2350	0.06161991018
2351	0.06160855165
2352	0.06159550789
2353	0.06159110395
2354	0.06158182907
2355	0.06156865172
2356	0.06156548207
2357	0.06153904757
2358	0.06153542972
2359	0.06152234401
2360	0.06151761499
2361	0.06150372767
2362	0.06148246781
2363	0.06147936763
2364	0.0614766564
2365	0.06146562359
2366	0.06144504083
2367	0.06143638024
2368	0.06142691975
2369	0.06140577979
2370	0.06139403242
2371	0.06139116934
2372	0.06137859254
2373	0.06136552843
2374	0.06135513983
2375	0.06134899412
2376	0.06134236395
2377	0.06133733547
2378	0.06132499572
2379	0.06130370253
2380	0.0612904236
2381	0.06128380117
2382	0.06127268456
2383	0.06126885663
2384	0.06126724591
2385	0.06125607752
2386	0.06124231802
2387	0.06123390851
2388	0.0612206485
2389	0.0612056879
2390	0.06120005383
2391	0.06119593167
2392	0.06119069558
2393	0.06117512647
2394	0.06115812554
2395	0.06115321223
2396	0.06114586397
2397	0.06113858411
2398	0.06112820415
2399	0.06112267565
2400	0.06111332438
2401	0.06110587234
2402	0.06107903037
2403	0.06106672028
2404	0.06106086621
2405	0.06105617896
2406	0.06103440825
2407	0.06102829735
2408	0.0610064085
2409	0.06099999751
2410	0.06098711502
2411	0.06097945429
2412	0.06096433869
2413	0.06094911604
2414	0.06093906963
2415	0.0609318157
2416	0.06091577313
2417	0.06089993406
2418	0.06088866216
2419	0.06088122319
2420	0.06087620527
2421	0.06085183294
2422	0.0608484134
2423	0.06083284028
2424	0.06080996034
2425	0.06080112686
2426	0.06078630102
2427	0.06076659565
2428	0.06075706015
2429	0.06074853508
2430	0.060738411
2431	0.06072184733
2432	0.0607183602
2433	0.06070480471
2434	0.06068908603
2435	0.0606842897
2436	0.06064831991
2437	0.06063328664
2438	0.06062694497
2439	0.0606098988
2440	0.0606025322
2441	0.0605790964
2442	0.06056915455
2443	0.06056128967
2444	0.06055359451
2445	0.06052615071
2446	0.0604956729
2447	0.06048744185
2448	0.06047049501
2449	0.06044379232
2450	0.06042447042
2451	0.06041860231
2452	0.06040992112
2453	0.0603959589
2454	0.06039019685
2455	0.06038259745
2456	0.06037197938
2457	0.06036591264
2458	0.06035999384
2459	0.06035411528
2460	0.06034012869
2461	0.06033166071
2462	0.06031566818
2463	0.06030625532
2464	0.06029915273
2465	0.06028984293
2466	0.06027184464
2467	0.06026206067
2468	0.06024880941
2469	0.06022619414
2470	0.06021390778
2471	0.06020909775
2472	0.06020767021
2473	0.06018618347
2474	0.06017514959
2475	0.06016642893
2476	0.06015151501
2477	0.06014289512
2478	0.06013126647
2479	0.06012818053
2480	0.06012153764
2481	0.0601078811
2482	0.0600944468
2483	0.06008112443
2484	0.06006940268
2485	0.06006473496
2486	0.0600551888
2487	0.06004200152
2488	0.06003136302
2489	0.06002669502
2490	0.06001570247
2491	0.06000221332
2492	0.05998875993
2493	0.05997796192
2494	0.05996350072
2495	0.05993554214
2496	0.05992391886
2497	0.05991586538
2498	0.05991127885
2499	0.05989929196
2500	0.05989127518
2501	0.05987932302
2502	0.05986609629
2503	0.05985418306
2504	0.05984727573
2505	0.05983180815
2506	0.05982330375
2507	0.05981606294
2508	0.0598069803
2509	0.05979087243
2510	0.05978729085
2511	0.05978397173
2512	0.05977834043
2513	0.05977605292
2514	0.05977019349
2515	0.05976399314
2516	0.05975075274
2517	0.05974447015
2518	0.05974429913
2519	0.05973617829
2520	0.05972359727
2521	0.05971851185
2522	0.0597119127
2523	0.05970240391
2524	0.05969946002
2525	0.05968363819
2526	0.05967934544
2527	0.05967367084
2528	0.05966803057
2529	0.05964859971
2530	0.05964250302
2531	0.05963337768
2532	0.05961961096
2533	0.05961002725
2534	0.05959853765
2535	0.05959554686
2536	0.05958409706
2537	0.05957682139
2538	0.05956129948
2539	0.0595542384
2540	0.05952695749
2541	0.05952095897
2542	0.05951979056
2543	0.05951400179
2544	0.05949794761
2545	0.05948897607
2546	0.05947890344
2547	0.05947291598
2548	0.05947201736
2549	0.0594667591
2550	0.05945918349
2551	0.05944285232
2552	0.05942455942
2553	0.05942097565
2554	0.05941395819
2555	0.05941088084
2556	0.05940264858
2557	0.05939596643
2558	0.05939054591
2559	0.05938476334
2560	0.05938074932
2561	0.05937808062
2562	0.05936581033
2563	0.05935042567
2564	0.05934994905
2565	0.05934265783
2566	0.05933384345
2567	0.05932286915
2568	0.0593090261
2569	0.05929824852
2570	0.05929723606
2571	0.05928434652
2572	0.05927879388
2573	0.05926432748
2574	0.05925677524
2575	0.05924974107
2576	0.05923902284
2577	0.05923580222
2578	0.0592261455
2579	0.05920369981
2580	0.05919024572
2581	0.05918168991
2582	0.05917858804
2583	0.05916130849
2584	0.05915814677
2585	0.05914826526
2586	0.05913737597
2587	0.05913008331
2588	0.05912323527
2589	0.05911703461
2590	0.05909775012
2591	0.05908697443
2592	0.05908093263
2593	0.059057016
2594	0.05904262796
2595	0.05903431771
2596	0.05903105162
2597	0.05902681871
2598	0.05902437658
2599	0.05901620137
2600	0.05901335692
2601	0.05901158377
2602	0.05900485532
2603	0.05899725472
2604	0.05898077476
2605	0.05897326826
2606	0.05897005794
2607	0.05896829341
2608	0.05895109314
2609	0.05894819242
2610	0.05893562883
2611	0.05891640824
2612	0.05890133758
2613	0.05888595514
2614	0.0588779251
2615	0.05886552517
2616	0.05886183194
2617	0.05886074229
2618	0.05885053058
2619	0.0588502475
2620	0.05884347724
2621	0.0588309182
2622	0.05882266531
2623	0.05882229213
2624	0.05881848704
2625	0.05879830599
2626	0.05879549649
2627	0.05878326798
2628	0.05877083709
2629	0.05876844004
2630	0.05875929338
2631	0.05875234488
2632	0.05874689266
2633	0.05872649493
2634	0.05871871591
2635	0.05870365288
2636	0.05870148137
2637	0.05869331922
2638	0.05868017219
2639	0.058672221
2640	0.05867183074
2641	0.05866657986
2642	0.05866013423
2643	0.05865756956
2644	0.0586548682
2645	0.05864589515
2646	0.05863697719
2647	0.05863620693
2648	0.05863140213
2649	0.05861388006
2650	0.05861037422
2651	0.0585990969
2652	0.05859130804
2653	0.0585856432
2654	0.05857493604
2655	0.05856497398
2656	0.05855595027
2657	0.05854787743
2658	0.05854185941
2659	0.05853739855
2660	0.05852841725
2661	0.05851749578
2662	0.05851032501
2663	0.05850343588
2664	0.05849970732
2665	0.05848622595
2666	0.05848365398
2667	0.05847269314
2668	0.05846464317
2669	0.058455374
2670	0.05844932051
2671	0.05844704039
2672	0.05844013259
2673	0.05842082893
2674	0.05841694735
2675	0.05841164214
2676	0.05840179868
2677	0.05839732363
2678	0.05839363611
2679	0.05839128736
2680	0.05838304087
2681	0.0583788029
2682	0.05836837888
2683	0.05835812277
2684	0.058345828
2685	0.0583400984
2686	0.05833224921
2687	0.05831722582
2688	0.05831471059
2689	0.05830463625
2690	0.05828690442
2691	0.05828029734
2692	0.05827308275
2693	0.05826157745
2694	0.05825248405
2695	0.0582470821
2696	0.058238679
2697	0.05823177981
2698	0.05821133594
2699	0.0582046595
2700	0.05820077998
2701	0.05818748934
2702	0.05818081079
2703	0.05817655461
2704	0.0581699745
2705	0.05815741272
2706	0.05814876073
2707	0.05814405181
2708	0.05813724911
2709	0.05812328518
2710	0.05811430452
2711	0.05811175972
2712	0.05810844197
2713	0.05810189207
2714	0.05809943283
2715	0.05808497696
2716	0.05807415302
2717	0.05807367893
2718	0.05806947705
2719	0.05806099969
2720	0.05805277911
2721	0.05804408975
2722	0.05802660533
2723	0.05800940794
2724	0.05800029484
2725	0.05799932303
2726	0.05799329785
2727	0.05797851029
2728	0.05796361026
2729	0.05794951336
2730	0.05794379599
2731	0.05793380991
2732	0.0579304081
2733	0.05792662948
2734	0.05792493727
2735	0.05791304662
2736	0.05790741738
2737	0.05790338955
2738	0.05789674038
2739	0.05789037934
2740	0.05788343116
2741	0.0578797987
2742	0.05786329513
2743	0.05785566275
2744	0.05783904443
2745	0.05783386735
2746	0.05783005853
2747	0.05782242553
2748	0.05780439354
2749	0.05778578353
2750	0.05778513766
2751	0.05777517905
2752	0.0577677584
2753	0.05776440162
2754	0.05775204188
2755	0.05774118866
2756	0.05773353317
2757	0.05771759774
2758	0.05771578057
2759	0.05770427213
2760	0.05769716752
2761	0.05768451381
2762	0.05768392767
2763	0.057671315
2764	0.05765712119
2765	0.05763932315
2766	0.0576297163
2767	0.05762134277
2768	0.05761829968
2769	0.05760886115
2770	0.05759919848
2771	0.05758437153
2772	0.05757831676
2773	0.05756831747
2774	0.05755799045
2775	0.05755115374
2776	0.05754681814
2777	0.05754431025
2778	0.05753071529
2779	0.05752451671
2780	0.05752237118
2781	0.05750598361
2782	0.0575003557
2783	0.05749634373
2784	0.05749442386
2785	0.05748205873
2786	0.05747886468
2787	0.05747503448
2788	0.05746810536
2789	0.05745734631
2790	0.05745077095
2791	0.05744958743
2792	0.05743356462
2793	0.05742197754
2794	0.05742144885
2795	0.0574105453
2796	0.05740723205
2797	0.0574001597
2798	0.05739503306
2799	0.05739243854
2800	0.05739180543
2801	0.05738408536
2802	0.05738230236
2803	0.05737415632
2804	0.05737107325
2805	0.05736758247
2806	0.0573582955
2807	0.05735482466
2808	0.05734166192
2809	0.05733549222
2810	0.05733023605
2811	0.05732761192
2812	0.05731600576
2813	0.05729714209
2814	0.05728369804
2815	0.05727394067
2816	0.05727125988
2817	0.05726087777
2818	0.05725657927
2819	0.057242929
2820	0.05722318346
2821	0.0572221228
2822	0.05721063912
2823	0.05719916391
2824	0.05719876026
2825	0.05719181349
2826	0.05717904838
2827	0.0571722288
2828	0.05715856582
2829	0.05715479759
2830	0.05714263718
2831	0.05714204826
2832	0.05713253721
2833	0.05712516481
2834	0.05712067013
2835	0.05710089838
2836	0.05709667754
2837	0.0570912596
2838	0.05708299482
2839	0.05707928917
2840	0.05707580131
2841	0.0570635542
2842	0.05705893076
2843	0.05704969939
2844	0.05704445328
2845	0.05704212406
2846	0.05702749059
2847	0.05701725751
2848	0.0570099006
2849	0.05699981751
2850	0.05699651521
2851	0.05699026304
2852	0.05697552701
2853	0.05696147762
2854	0.05695166267
2855	0.056933841
2856	0.05692760566
2857	0.05692554575
2858	0.05691844898
2859	0.05691384435
2860	0.05690790825
2861	0.05690383416
2862	0.05690136877
2863	0.05690057151
2864	0.05689003927
2865	0.05688393799
2866	0.05687635187
2867	0.05686858437
2868	0.05684506006
2869	0.05683927223
2870	0.05683205691
2871	0.05682550637
2872	0.05682181451
2873	0.05681585439
2874	0.05680861488
2875	0.05680691284
2876	0.05680151736
2877	0.05679481513
2878	0.05679143288
2879	0.05677884223
2880	0.05677291915
2881	0.05676677939
2882	0.0567620482
2883	0.05675487543
2884	0.05675146088
2885	0.05674384877
2886	0.05672960105
2887	0.05672438654
2888	0.05671832314
2889	0.05671756693
2890	0.05670824498
2891	0.05670276872
2892	0.05668793549
2893	0.056677604
2894	0.05667071025
2895	0.05666348024
2896	0.05666159003
2897	0.056658758
2898	0.05665457236
2899	0.05665064881
2900	0.05664684764
2901	0.05664335349
2902	0.0566371998
2903	0.05662601997
2904	0.05662431733
2905	0.05661246052
2906	0.05660416218
2907	0.05659781785
